Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:19.131,,29
2,44,Lewis HamiltonHAM,Mercedes,1:19.196,+0.065s,25
3,14,Fernando AlonsoALO,Ferrari,1:19.423,+0.292s,21
4,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:19.697,+0.566s,27
5,22,Jenson ButtonBUT,McLaren Mercedes,1:19.833,+0.702s,24
6,1,Sebastian VettelVET,Red Bull Racing Renault,1:20.097,+0.966s,28
7,20,Kevin MagnussenMAG,McLaren Mercedes,1:20.105,+0.974s,32
8,7,Kimi RäikkönenRAI,Ferrari,1:20.210,+1.079s,21
9,26,Daniil KvyatKVY,STR Renault,1:20.337,+1.206s,28
10,99,Adrian SutilSUT,Sauber Ferrari,1:20.505,+1.374s,18
11,19,Felipe MassaMAS,Williams Mercedes,1:20.542,+1.411s,19
12,25,Jean-Eric VergneVER,STR Renault,1:20.586,+1.455s,23
13,27,Nico HulkenbergHUL,Force India Mercedes,1:20.592,+1.461s,22
14,11,Sergio PerezPER,Force India Mercedes,1:20.598,+1.467s,24
15,41,Susie WolffWOL,Williams Mercedes,1:20.769,+1.638s,22
16,36,Giedo van der GardeVDG,Sauber Ferrari,1:20.782,+1.651s,23
17,8,Romain GrosjeanGRO,Lotus Renault,1:21.603,+2.472s,20
18,13,Pastor MaldonadoMAL,Lotus Renault,1:21.854,+2.723s,30
19,10,Kamui KobayashiKOB,Caterham Renault,1:22.572,+3.441s,31
20,17,Jules BianchiBIA,Marussia Ferrari,1:22.982,+3.851s,24
21,9,Marcus EricssonERI,Caterham Renault,1:23.256,+4.125s,35
22,4,Max ChiltonCHI,Marussia Ferrari,1:23.299,+4.168s,22
