Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:40.691,,19
2,7,Kimi RäikkönenRAI,Ferrari,1:40.843,+0.152s,20
3,6,Nico RosbergROS,Mercedes,1:41.028,+0.337s,19
4,22,Jenson ButtonBUT,McLaren Mercedes,1:41.111,+0.420s,20
5,20,Kevin MagnussenMAG,McLaren Mercedes,1:41.274,+0.583s,18
6,25,Jean-Eric VergneVER,STR Renault,1:41.402,+0.711s,15
7,1,Sebastian VettelVET,Red Bull Racing Renault,1:41.523,+0.832s,9
8,27,Nico HulkenbergHUL,Force India Mercedes,1:41.642,+0.951s,19
9,19,Felipe MassaMAS,Williams Mercedes,1:41.686,+0.995s,23
10,77,Valtteri BottasBOT,Williams Mercedes,1:41.830,+1.139s,22
11,14,Fernando AlonsoALO,Ferrari,1:41.923,+1.232s,14
12,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:42.117,+1.426s,20
13,99,Adrian SutilSUT,Sauber Ferrari,1:42.365,+1.674s,21
14,26,Daniil KvyatKVY,STR Renault,1:42.869,+2.178s,21
15,21,Esteban Gutierrez GUT,Sauber Ferrari,1:42.904,+2.213s,23
16,17,Jules BianchiBIA,Marussia Ferrari,1:43.825,+3.134s,18
17,9,Marcus EricssonERI,Caterham Renault,1:45.775,+5.084s,24
18,4,Max ChiltonCHI,Marussia Ferrari,1:46.911,+6.220s,10
19,10,Kamui KobayashiKOB,Caterham Renault,1:51.180,+10.489s,5
20,11,Sergio PerezPER,Force India Mercedes,,,2
21,13,Pastor MaldonadoMAL,Lotus Renault,,,2
22,8,Romain GrosjeanGRO,Lotus Renault,,,4
