Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:16.732
2,63,George RussellRUS,Mercedes,1:16.968
3,44,Lewis HamiltonHAM,Mercedes,1:17.104
4,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:17.139
5,55,Carlos SainzSAI,Ferrari,1:17.270
6,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:17.308
7,16,Charles LeclercLEC,Ferrari,1:17.369
8,23,Alexander AlbonALB,Williams Mercedes,1:17.609
9,10,Pierre GaslyGAS,Alpine Renault,1:17.675
10,27,Nico HulkenbergHUL,Haas Ferrari,1:17.735
11,31,Esteban OconOCO,Alpine Renault,1:17.768
12,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:18.099
13,4,Lando NorrisNOR,McLaren Mercedes,1:18.119
14,20,Kevin MagnussenMAG,Haas Ferrari,1:18.129
15,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:18.335
16,81,Oscar PiastriPIA,McLaren Mercedes,1:18.517
17,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:18.540
18,2,Logan SargeantSAR,Williams Mercedes,1:18.557
