Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:23.445
2,16,Charles LeclercLEC,Ferrari,1:23.584
3,81,Oscar PiastriPIA,McLaren Mercedes,1:23.782
4,63,George RussellRUS,Mercedes,1:23.788
5,4,Lando NorrisNOR,McLaren Mercedes,1:23.816
6,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:23.968
7,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:24.084
8,27,Nico HulkenbergHUL,Haas Ferrari,1:24.108
9,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:24.171
10,10,Pierre GaslyGAS,Alpine Renault,1:24.548
11,44,Lewis HamiltonHAM,Mercedes,1:24.359
12,31,Esteban OconOCO,Alpine Renault,1:24.391
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:24.422
14,23,Alexander AlbonALB,Williams Mercedes,1:24.439
15,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,1:24.442
16,55,Carlos SainzSAI,Ferrari,1:24.738
17,20,Kevin MagnussenMAG,Haas Ferrari,1:24.764
18,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:24.788
19,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:25.159
20,2,Logan SargeantSAR,Williams Mercedes,
