Pos,No,Driver,Car,Time
1,55,Carlos SainzSAI,Ferrari,1:20.294
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:20.307
3,16,Charles LeclercLEC,Ferrari,1:20.361
4,63,George RussellRUS,Mercedes,1:20.671
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:20.688
6,23,Alexander AlbonALB,Williams Mercedes,1:20.760
7,81,Oscar PiastriPIA,McLaren Mercedes,1:20.785
8,44,Lewis HamiltonHAM,Mercedes,1:20.820
9,4,Lando NorrisNOR,McLaren Mercedes,1:20.979
10,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:21.417
11,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:21.594
12,40,Liam LawsonLAW,AlphaTauri Honda RBPT,1:21.758
13,27,Nico HulkenbergHUL,Haas Ferrari,1:21.776
14,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:21.940
15,2,Logan SargeantSAR,Williams Mercedes,1:21.944
16,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:22.390
17,10,Pierre GaslyGAS,Alpine Renault,1:22.545
18,31,Esteban OconOCO,Alpine Renault,1:22.548
19,20,Kevin MagnussenMAG,Haas Ferrari,1:22.592
20,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:22.860
