Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:28.877
2,81,Oscar PiastriPIA,McLaren Mercedes,1:29.458
3,4,Lando NorrisNOR,McLaren Mercedes,1:29.493
4,16,Charles LeclercLEC,Ferrari,1:29.542
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:29.650
6,55,Carlos SainzSAI,Ferrari,1:29.850
7,44,Lewis HamiltonHAM,Mercedes,1:29.908
8,63,George RussellRUS,Mercedes,1:30.219
9,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:30.303
10,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:30.560
11,40,Liam LawsonLAW,AlphaTauri Honda RBPT,1:30.508
12,10,Pierre GaslyGAS,Alpine Renault,1:30.509
13,23,Alexander AlbonALB,Williams Mercedes,1:30.537
14,31,Esteban OconOCO,Alpine Renault,1:30.586
15,20,Kevin MagnussenMAG,Haas Ferrari,1:30.665
16,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:31.049
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:31.181
18,27,Nico HulkenbergHUL,Haas Ferrari,1:31.299
19,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:31.398
20,2,Logan SargeantSAR,Williams Mercedes,
