Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:10.727
2,16,Charles LeclercLEC,Ferrari,1:11.021
3,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:11.344
4,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:11.387
5,44,Lewis HamiltonHAM,Mercedes,1:11.469
6,4,Lando NorrisNOR,McLaren Mercedes,1:11.987
7,55,Carlos SainzSAI,Ferrari,1:11.989
8,63,George RussellRUS,Mercedes,1:11.590
9,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:12.321
10,81,Oscar PiastriPIA,McLaren Mercedes,
11,27,Nico HulkenbergHUL,Haas Ferrari,1:10.547
12,20,Kevin MagnussenMAG,Haas Ferrari,1:10.723
13,23,Alexander AlbonALB,Williams Mercedes,1:10.840
14,31,Esteban OconOCO,Alpine Renault,1:10.562
15,10,Pierre GaslyGAS,Alpine Renault,1:10.567
16,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:10.837
17,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,1:10.843
18,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:10.955
19,2,Logan SargeantSAR,Williams Mercedes,1:11.035
20,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:11.275
