Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:11.365
2,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:11.449
3,31,Esteban OconOCO,Alpine Renault,1:11.553
4,55,Carlos SainzSAI,Ferrari,1:11.630
5,44,Lewis HamiltonHAM,Mercedes,1:11.725
6,16,Charles LeclercLEC,Ferrari,1:11.471
7,10,Pierre GaslyGAS,Alpine Renault,1:11.933
8,63,George RussellRUS,Mercedes,1:11.964
9,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:12.082
10,4,Lando NorrisNOR,McLaren Mercedes,1:12.254
11,81,Oscar PiastriPIA,McLaren Mercedes,1:12.395
12,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:12.428
13,23,Alexander AlbonALB,Williams Mercedes,1:12.527
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:12.623
15,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:12.625
16,2,Logan SargeantSAR,Williams Mercedes,1:13.113
17,20,Kevin MagnussenMAG,Haas Ferrari,1:13.270
18,27,Nico HulkenbergHUL,Haas Ferrari,1:13.279
19,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:13.523
20,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:13.850
