Pos,No,Driver,Car,Time
1,55,Carlos SainzSAI,Ferrari,1:30.984
2,63,George RussellRUS,Mercedes,1:31.056
3,16,Charles LeclercLEC,Ferrari,1:31.063
4,4,Lando NorrisNOR,McLaren Mercedes,1:31.270
5,44,Lewis HamiltonHAM,Mercedes,1:31.485
6,20,Kevin MagnussenMAG,Haas Ferrari,1:31.575
7,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:31.615
8,31,Esteban OconOCO,Alpine Renault,1:31.673
9,27,Nico HulkenbergHUL,Haas Ferrari,1:31.808
10,40,Liam LawsonLAW,AlphaTauri Honda RBPT,1:32.268
11,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:32.173
12,10,Pierre GaslyGAS,Alpine Renault,1:32.274
13,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:32.310
14,23,Alexander AlbonALB,Williams Mercedes,1:33.719
15,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,
16,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:32.809
17,81,Oscar PiastriPIA,McLaren Mercedes,1:32.902
18,2,Logan SargeantSAR,Williams Mercedes,1:33.252
19,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:33.258
20,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:33.397
