Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:34.723
2,4,Lando NorrisNOR,McLaren Mercedes,1:34.853
3,44,Lewis HamiltonHAM,Mercedes,1:34.862
4,55,Carlos SainzSAI,Ferrari,1:34.945
5,63,George RussellRUS,Mercedes,1:35.079
6,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:35.081
7,10,Pierre GaslyGAS,Alpine Renault,1:35.089
8,31,Esteban OconOCO,Alpine Renault,1:35.154
9,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:35.173
10,81,Oscar PiastriPIA,McLaren Mercedes,1:35.467
11,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:35.697
12,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:35.698
13,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:35.858
14,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,1:35.974
15,23,Alexander AlbonALB,Williams Mercedes,1:36.315
16,2,Logan SargeantSAR,Williams Mercedes,1:36.827
17,20,Kevin MagnussenMAG,Haas Ferrari,1:35.880
18,27,Nico HulkenbergHUL,Haas Ferrari,1:36.235
19,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:36.268
20,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:36.589
