Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:12.272
2,55,Carlos SainzSAI,Ferrari,1:12.734
3,4,Lando NorrisNOR,McLaren Mercedes,1:12.792
4,44,Lewis HamiltonHAM,Mercedes,1:12.818
5,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:12.994
6,31,Esteban OconOCO,Alpine Renault,1:13.083
7,27,Nico HulkenbergHUL,Haas Ferrari,1:13.229
8,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:13.507
9,81,Oscar PiastriPIA,McLaren Mercedes,1:13.682
10,10,Pierre GaslyGAS,Alpine Renault,1:12.816
11,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:13.334
12,63,George RussellRUS,Mercedes,1:13.447
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:13.521
14,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:14.083
15,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:14.477
16,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:13.977
17,20,Kevin MagnussenMAG,Haas Ferrari,1:14.042
18,23,Alexander AlbonALB,Williams Mercedes,1:14.063
19,16,Charles LeclercLEC,Ferrari,1:14.079
20,2,Logan SargeantSAR,Williams Mercedes,1:14.699
