Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:17.166
2,55,Carlos SainzSAI,Ferrari,1:17.233
3,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:17.263
4,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,1:17.382
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:17.423
6,44,Lewis HamiltonHAM,Mercedes,1:17.454
7,81,Oscar PiastriPIA,McLaren Mercedes,1:17.623
8,63,George RussellRUS,Mercedes,1:17.674
9,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:18.032
10,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:18.050
11,10,Pierre GaslyGAS,Alpine Renault,1:18.521
12,27,Nico HulkenbergHUL,Haas Ferrari,1:18.524
13,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:18.738
14,23,Alexander AlbonALB,Williams Mercedes,1:19.147
15,31,Esteban OconOCO,Alpine Renault,1:19.080
16,20,Kevin MagnussenMAG,Haas Ferrari,1:19.163
17,4,Lando NorrisNOR,McLaren Mercedes,1:21.554
18,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,
19,2,Logan SargeantSAR,Williams Mercedes,
20,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:19.227
