Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,3,David CoulthardCOU,McLaren Mercedes,1,14:05:12,36.835,36.835
1,25,Allan McNishMCN,Toyota,12,14:21:09,44.962,44.962
1,7,Nick HeidfeldHEI,Sauber Petronas,18,14:29:57,25.963,25.963
1,2,Rubens BarrichelloBAR,Ferrari,19,14:30:21,27.334,27.334
1,12,Olivier PanisPAN,BAR Honda,19,14:31:09,27.979,27.979
1,14,Jarno TrulliTRU,Renault,22,14:35:46,27.661,27.661
1,15,Jenson ButtonBUT,Renault,24,14:38:40,27.710,27.710
1,1,Michael SchumacherMSC,Ferrari,28,14:43:19,29.188,29.188
1,16,Eddie IrvineIRV,Jaguar Cosworth,28,14:44:03,30.196,30.196
1,22,Alex YoongYOO,Minardi Asiatech,28,14:45:10,7:02.916,7:02.916
1,6,Juan Pablo MontoyaMOY,Williams BMW,30,14:46:33,29.426,29.426
1,24,Mika SaloSAL,Toyota,30,14:47:20,27.989,27.989
2,24,Mika SaloSAL,Toyota,33,14:52:11,15.611,43.600
1,11,Jacques VilleneuveVIL,BAR Honda,34,14:53:19,27.945,27.945
1,10,Takuma SatoSAT,Jordan Honda,35,14:55:24,26.927,26.927
2,2,Rubens BarrichelloBAR,Ferrari,37,14:56:09,26.426,53.760
2,7,Nick HeidfeldHEI,Sauber Petronas,36,14:56:18,26.009,51.972
1,9,Giancarlo FisichellaFIS,Jordan Honda,37,14:57:39,26.140,26.140
2,3,David CoulthardCOU,McLaren Mercedes,37,14:57:44,25.968,1:02.803
2,12,Olivier PanisPAN,BAR Honda,41,15:03:24,24.952,52.931
