Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,24,Mika SaloSAL,Toyota,1,14:05:39,3:14.314,3:14.314
1,4,Kimi RäikkönenRAI,McLaren Mercedes,2,14:08:12,1:10.122,1:10.122
1,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,7,14:22:40,27.124,27.124
1,11,Jacques VilleneuveVIL,BAR Honda,10,14:24:57,26.883,26.883
1,21,Enrique BernoldiBER,Arrows Cosworth,2,14:24:59,26.287,26.287
1,10,Takuma SatoSAT,Jordan Honda,11,14:27:40,1:09.258,1:09.258
2,11,Jacques VilleneuveVIL,BAR Honda,13,14:30:59,17.257,44.140
1,17,Pedro de la RosaDLR,Jaguar Cosworth,21,14:45:05,4:30.135,4:30.135
2,24,Mika SaloSAL,Toyota,32,15:02:15,30.069,3:44.383
1,23,Mark WebberWEB,Minardi Asiatech,35,15:05:52,54.025,54.025
1,6,Juan Pablo MontoyaMOY,Williams BMW,37,15:07:05,27.999,27.999
1,1,Michael SchumacherMSC,Ferrari,38,15:08:14,28.281,28.281
1,16,Eddie IrvineIRV,Jaguar Cosworth,37,15:08:26,31.632,31.632
2,4,Kimi RäikkönenRAI,McLaren Mercedes,38,15:08:35,28.290,1:38.412
1,22,Alex YoongYOO,Minardi Asiatech,37,15:09:57,32.838,32.838
2,17,Pedro de la RosaDLR,Jaguar Cosworth,40,15:19:10,27.246,4:57.381
