Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,4,Lando NorrisNOR,McLaren Mercedes,1:15.912,1:15.415,1:15.096,20
2,81,Oscar PiastriPIA,McLaren Mercedes,1:16.062,1:15.468,1:15.180,18
3,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:16.018,1:15.565,1:15.481,17
4,63,George RussellRUS,Mercedes,1:15.971,1:15.798,1:15.546,21
5,22,Yuki TsunodaTSU,Racing Bulls Honda RBPT,1:16.225,1:16.009,1:15.670,18
6,23,Alexander AlbonALB,Williams Mercedes,1:16.245,1:16.017,1:15.737,21
7,16,Charles LeclercLEC,Ferrari,1:16.029,1:15.827,1:15.755,20
8,44,Lewis HamiltonHAM,Ferrari,1:16.213,1:15.919,1:15.973,23
9,10,Pierre GaslyGAS,Alpine Renault,1:16.328,1:16.112,1:15.980,21
10,55,Carlos SainzSAI,Williams Mercedes,1:16.360,1:15.931,1:16.062,21
11,6,Isack HadjarHAD,Racing Bulls Honda RBPT,1:16.354,1:16.175,,12
12,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:16.288,1:16.453,,13
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:16.369,1:16.483,,15
14,7,Jack DoohanDOO,Alpine Renault,1:16.315,1:16.863,,15
15,5,Gabriel BortoletoBOR,Kick Sauber Ferrari,1:16.516,1:17.520,,13
16,12,Andrea Kimi AntonelliANT,Mercedes,1:16.525,,,9
17,27,Nico HulkenbergHUL,Kick Sauber Ferrari,1:16.579,,,9
18,30,Liam LawsonLAW,Red Bull Racing Honda RBPT,1:17.094,,,7
19,31,Esteban OconOCO,Haas Ferrari,1:17.147,,,9
NC,87,Oliver BearmanBEA,Haas Ferrari,DNS,,,1
