Pos,No,Driver,Car,Time,Gap
1,27,Ayrton SennaSEN,McLaren Honda,1:23.677,
2,4,Jean AlesiALE,Tyrrell Ford,1:24.131,+0.454s
3,2,Nigel MansellMAN,Ferrari,1:24.433,+0.756s
4,6,Riccardo PatresePAT,Williams Renault,1:24.696,+1.019s
5,19,Alessandro NanniniNAN,Benetton Ford,1:24.741,+1.064s
6,28,Gerhard BergerBER,McLaren Honda,1:25.088,+1.411s
7,1,Alain ProstPRO,Ferrari,1:25.129,+1.452s
8,5,Thierry BoutsenBOU,Williams Renault,1:25.286,+1.609s
9,20,Nelson PiquetPIQ,Benetton Ford,1:25.513,+1.836s
10,23,Pierluigi MartiniMAR,Minardi Ford,1:26.578,+2.901s
11,11,Derek WarwickWAR,Lotus Lamborghini,1:26.609,+2.932s
12,29,Eric BernardBER,Lola Lamborghini,1:26.674,+2.997s
13,12,Martin DonnellyDON,Lotus Lamborghini,1:27.172,+3.495s
14,3,Satoru NakajimaNAK,Tyrrell Ford,1:27.310,+3.633s
15,16,Ivan CapelliCAP,Leyton House Judd,1:27.401,+3.724s
16,9,Michele AlboretoALB,Arrows Ford,1:27.482,+3.805s
17,10,Alex CaffiCAF,Arrows Ford,1:27.565,+3.888s
18,8,Stefano ModenaMOD,Brabham Judd,1:27.772,+4.095s
19,21,Emanuele PirroPIR,Dallara Ford,1:27.888,+4.211s
20,26,Philippe AlliotALL,Ligier Ford,1:27.999,+4.322s
21,22,Andrea de CesarisDEC,Dallara Ford,1:28.232,+4.555s
22,14,Olivier GrouillardGRO,Osella Ford,1:28.255,+4.578s
23,15,Mauricio GugelminGUG,Leyton House Judd,1:28.480,+4.803s
24,18,Yannick DalmasDAL,AGS Ford,1:28.687,+5.010s
25,25,Nicola LariniLAR,Ligier Ford,1:28.790,+5.113s
26,7,David BrabhamBRA,Brabham Judd,1:28.870,+5.193s
27,17,Gabriele TarquiniTAR,AGS Ford,1:29.448,+5.771s
28,31,Bertrand GachotGAC,Coloni Ford,1:29.895,+6.218s
29,24,Paolo BarillaBAR,Minardi Ford,1:30.131,+6.454s
30,30,Aguri SuzukiSUZ,Lola Lamborghini,1:31.349,+7.672s
