Pos,No,Driver,Car,Time,Gap
1,27,Ayrton SennaSEN,McLaren Honda,1:04.692,
2,1,Alain ProstPRO,Ferrari,1:04.947,+0.255s
3,2,Nigel MansellMAN,Ferrari,1:05.369,+0.677s
4,6,Riccardo PatresePAT,Williams Renault,1:05.448,+0.756s
5,29,Eric BernardBER,Lola Lamborghini,1:05.457,+0.765s
6,20,Nelson PiquetPIQ,Benetton Ford,1:05.622,+0.930s
7,19,Alessandro NanniniNAN,Benetton Ford,1:05.700,+1.008s
8,5,Thierry BoutsenBOU,Williams Renault,1:05.903,+1.211s
9,30,Aguri SuzukiSUZ,Lola Lamborghini,1:05.932,+1.240s
10,26,Philippe AlliotALL,Ligier Ford,1:06.060,+1.368s
11,28,Gerhard BergerBER,McLaren Honda,1:06.138,+1.446s
12,16,Ivan CapelliCAP,Leyton House Judd,1:06.148,+1.456s
13,4,Jean AlesiALE,Tyrrell Ford,1:06.162,+1.470s
14,15,Mauricio GugelminGUG,Leyton House Judd,1:06.619,+1.927s
15,8,Stefano ModenaMOD,Brabham Judd,1:06.708,+2.016s
16,11,Derek WarwickWAR,Lotus Lamborghini,1:06.892,+2.200s
17,9,Michele AlboretoALB,Arrows Ford,1:06.903,+2.211s
18,10,Alex CaffiCAF,Arrows Ford,1:07.100,+2.408s
19,23,Pierluigi MartiniMAR,Minardi Ford,1:07.179,+2.487s
20,3,Satoru NakajimaNAK,Tyrrell Ford,1:07.216,+2.524s
21,21,Emanuele PirroPIR,Dallara Ford,1:07.217,+2.525s
22,22,Andrea de CesarisDEC,Dallara Ford,1:07.304,+2.612s
23,25,Nicola LariniLAR,Ligier Ford,1:07.334,+2.642s
24,12,Martin DonnellyDON,Lotus Lamborghini,1:07.358,+2.666s
25,17,Gabriele TarquiniTAR,AGS Ford,1:08.049,+3.357s
26,24,Paolo BarillaBAR,Minardi Ford,1:08.189,+3.497s
27,7,David BrabhamBRA,Brabham Judd,1:08.211,+3.519s
28,18,Yannick DalmasDAL,AGS Ford,1:08.240,+3.548s
29,36,Jyrki JarvilehtoJAR,Onyx Ford,1:09.760,+5.068s
30,35,Gregor FoitekFOI,Onyx Ford,1:09.824,+5.132s
