Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:27.867,,11
2,5,Sebastian VettelVET,Ferrari,1:28.563,+0.696s,13
3,6,Nico RosbergROS,Mercedes,1:28.821,+0.954s,14
4,77,Valtteri BottasBOT,Williams Mercedes,1:28.912,+1.045s,14
5,19,Felipe MassaMAS,Williams Mercedes,1:28.988,+1.121s,18
6,7,Kimi RäikkönenRAI,Ferrari,1:29.017,+1.150s,13
7,8,Romain GrosjeanGRO,Lotus Mercedes,1:29.481,+1.614s,12
8,13,Pastor MaldonadoMAL,Lotus Mercedes,1:29.864,+1.997s,15
9,55,Carlos SainzSAI,STR Renault,1:29.869,+2.002s,19
10,12,Felipe NasrNAS,Sauber Ferrari,1:29.934,+2.067s,24
11,33,Max VerstappenVER,STR Renault,1:29.952,+2.085s,16
12,9,Marcus EricssonERI,Sauber Ferrari,1:30.613,+2.746s,21
13,27,Nico HulkenbergHUL,Force India Mercedes,1:30.741,+2.874s,14
14,11,Sergio PerezPER,Force India Mercedes,1:30.993,+3.126s,17
15,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:31.185,+3.318s,10
16,20,Kevin MagnussenMAG,McLaren Honda,1:31.391,+3.524s,14
17,22,Jenson ButtonBUT,McLaren Honda,1:31.666,+3.799s,13
18,26,Daniil KvyatKVY,Red Bull Racing Renault,1:32.830,+4.963s,6
