Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:16.143,,27
2,6,Nico RosbergROS,Mercedes,1:16.361,+0.218s,31
3,44,Lewis HamiltonHAM,Mercedes,1:16.705,+0.562s,31
4,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:17.120,+0.977s,26
5,55,Carlos SainzSAI,STR Renault,1:17.256,+1.113s,39
6,7,Kimi RäikkönenRAI,Ferrari,1:17.401,+1.258s,11
7,26,Daniil KvyatKVY,Red Bull Racing Renault,1:17.471,+1.328s,28
8,22,Jenson ButtonBUT,McLaren Honda,1:17.767,+1.624s,28
9,33,Max VerstappenVER,STR Renault,1:17.788,+1.645s,23
10,8,Romain GrosjeanGRO,Lotus Mercedes,1:17.806,+1.663s,28
11,11,Sergio PerezPER,Force India Mercedes,1:17.832,+1.689s,30
12,13,Pastor MaldonadoMAL,Lotus Mercedes,1:17.956,+1.813s,28
13,27,Nico HulkenbergHUL,Force India Mercedes,1:18.102,+1.959s,32
14,14,Fernando AlonsoALO,McLaren Honda,1:18.197,+2.054s,26
15,77,Valtteri BottasBOT,Williams Mercedes,1:18.212,+2.069s,29
16,19,Felipe MassaMAS,Williams Mercedes,1:18.242,+2.099s,32
17,12,Felipe NasrNAS,Sauber Ferrari,1:18.767,+2.624s,38
18,9,Marcus EricssonERI,Sauber Ferrari,1:19.269,+3.126s,37
19,28,Will StevensSTE,Marussia Ferrari,1:21.093,+4.950s,31
20,98,Roberto MerhiMER,Marussia Ferrari,1:22.225,+6.082s,30
