Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:37.615,,14
2,6,Nico RosbergROS,Mercedes,1:37.841,+0.226s,16
3,5,Sebastian VettelVET,Ferrari,1:38.313,+0.698s,17
4,7,Kimi RäikkönenRAI,Ferrari,1:38.512,+0.897s,16
5,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:39.020,+1.405s,8
6,26,Daniil KvyatKVY,Red Bull Racing Renault,1:39.106,+1.491s,14
7,55,Carlos SainzSAI,STR Renault,1:39.113,+1.498s,17
8,77,Valtteri BottasBOT,Williams Mercedes,1:39.243,+1.628s,15
9,33,Max VerstappenVER,STR Renault,1:39.274,+1.659s,19
10,8,Romain GrosjeanGRO,Lotus Mercedes,1:39.405,+1.790s,14
11,19,Felipe MassaMAS,Williams Mercedes,1:39.410,+1.795s,17
12,27,Nico HulkenbergHUL,Force India Mercedes,1:39.513,+1.898s,14
13,9,Marcus EricssonERI,Sauber Ferrari,1:39.559,+1.944s,18
14,12,Felipe NasrNAS,Sauber Ferrari,1:39.591,+1.976s,19
15,22,Jenson ButtonBUT,McLaren Honda,1:39.694,+2.079s,16
16,13,Pastor MaldonadoMAL,Lotus Mercedes,1:39.766,+2.151s,16
17,11,Sergio PerezPER,Force India Mercedes,1:39.781,+2.166s,17
18,28,Will StevensSTE,Marussia Ferrari,1:42.928,+5.313s,15
19,98,Roberto MerhiMER,Marussia Ferrari,1:44.956,+7.341s,9
20,14,Fernando AlonsoALO,McLaren Honda,,,1
