Pos,No,Driver,Car,Laps,Time/retired,Pts
1,12,Stirling MossMOS,Mercedes-Benz,90,3:07:21.200,9
2,10,Juan Manuel FangioFAN,Mercedes-Benz,90,+0.200s,6
3,14,Karl KlingKLI,Mercedes-Benz,90,+71.800s,4
4,50,Piero  TaruffiTAR,Mercedes-Benz,89,+1 lap,3
5,4,Luigi MussoMUS,Maserati,89,+1 lap,2
6,16,Mike HawthornHAW,Ferrari,,SHC,0
6,16,Eugenio CastellottiCAS,Ferrari,87,+3 laps,0
7,26,Mike SparkenSPA,Gordini,81,+9 laps,0
8,46,Lance MacklinMAC,Maserati,79,+11 laps,0
9,28,Ken  WhartonWHA,Vanwall,,SHC,0
9,28,Harry SchellSCH,Vanwall,72,+18 laps,0
NC,18,Maurice  TrintignantTRI,Ferrari,59,DNF,0
NC,6,Roberto MieresMIE,Maserati,47,DNF,0
NC,40,Jack BrabhamBRA,Cooper Bristol,30,DNF,0
NC,32,Kenneth McAlpineMCA,Connaught Alta,30,DNF,0
NC,42,Peter CollinsCOL,Maserati,28,DNF,0
NC,24,Hermano da Silva RamosDAS,Gordini,26,DNF,0
NC,44,Roy SalvadoriSAL,Maserati,23,DNF,0
NC,48,Horace  Gould GOU,Maserati,22,DNF,0
NC,30,Harry SchellSCH,Vanwall,20,DNF,0
NC,36,Tony RoltROL,Connaught Alta,,SHC,0
NC,36,Peter  Walker WAL,Connaught Alta,19,DNF,0
NC,38,Leslie MarrMAR,Connaught Alta,18,DNF,0
NC,20,Eugenio CastellottiCAS,Ferrari,16,DNF,0
NC,8,Andre  SimonSIM,Maserati,9,DNF,0
NC,2,Jean BehraBEH,Maserati,9,DNF,0
NC,22,Robert  ManzonMAN,Gordini,4,DNF,0
