Pos,No,Driver,Car,Laps,Time/retired,Pts
1,10,Juan Manuel FangioFAN,Mercedes-Benz,36,2:39:29.000,9
2,14,Stirling MossMOS,Mercedes-Benz,36,+8.100s,6
3,2,Nino FarinaFAR,Ferrari,36,+100.500s,4
4,6,Paul FrereFRE,Ferrari,36,+205.500s,3
5,24,Roberto MieresMIE,Maserati,,SHC,1
5,24,Jean BehraBEH,Maserati,35,+1 lap,1
6,4,Maurice  TrintignantTRI,Ferrari,35,+1 lap,0
7,22,Luigi MussoMUS,Maserati,34,+2 laps,0
8,26,Cesare PerdisaPER,Maserati,33,+3 laps,0
9,28,Louis  RosierROS,Maserati,33,+3 laps,0
NC,12,Karl KlingKLI,Mercedes-Benz,21,DNF,0
NC,30,Eugenio CastellottiCAS,Lancia,16,DNF,0
NC,40,Mike HawthornHAW,Vanwall,8,DNF,0
NC,20,Jean BehraBEH,Maserati,3,DNF,0
