Pos,No,Driver,Car,Laps,Time/retired,Pts
1,18,Juan Manuel FangioFAN,Mercedes-Benz,50,2:25:04.400,8
2,14,Piero  TaruffiTAR,Mercedes-Benz,50,+0.700s,6
3,4,Eugenio CastellottiCAS,Ferrari,50,+46.200s,4
4,36,Jean BehraBEH,Maserati,50,+237.500s,3
5,34,Carlos MenditeguyMEN,Maserati,49,+1 lap,2
6,12,Umberto  MaglioliMAG,Ferrari,49,+1 lap,0
7,28,Roberto MieresMIE,Maserati,48,+2 laps,0
8,8,Maurice  TrintignantTRI,Ferrari,47,+3 laps,0
9,40,John  FitchFIT,Maserati,46,+4 laps,0
10,6,Mike HawthornHAW,Ferrari,38,DNF,0
11,20,Karl KlingKLI,Mercedes-Benz,32,DNF,0
12,30,Luigi MussoMUS,Maserati,31,DNF,0
13,38,Horace  Gould GOU,Maserati,31,DNF,0
14,16,Stirling MossMOS,Mercedes-Benz,27,DNF,1
15,26,Jacques  PolletPOL,Gordini,26,DNF,0
16,22,Hermano da Silva RamosDAS,Gordini,23,DNF,0
17,32,Peter CollinsCOL,Maserati,22,DNF,0
18,42,Harry SchellSCH,Vanwall,7,DNF,0
19,24,Jean  LucasLUC,Gordini,7,DNF,0
20,44,Ken  WhartonWHA,Vanwall,0,DNF,0
