Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Benetton Renault,1:38.023
2,27,Jean AlesiALE,Ferrari,1:38.888
3,8,Mika HakkinenHAK,McLaren Mercedes,1:38.954
4,5,Damon HillHIL,Williams Renault,1:39.032
5,28,Gerhard BergerBER,Ferrari,1:39.040
6,6,David CoulthardCOU,Williams Renault,1:39.155
7,15,Eddie IrvineIRV,Jordan Peugeot,1:39.621
8,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:40.010
9,2,Johnny HerbertHER,Benetton Renault,1:40.349
10,14,Rubens BarrichelloBAR,Jordan Peugeot,1:40.381
11,26,Olivier PanisPAN,Ligier Mugen Honda,1:40.838
12,4,Mika SaloSAL,Tyrrell Yamaha,1:41.355
13,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:41.977
14,9,Gianni MorbidelliMOR,Footwork Hart,1:42.059
15,29,Karl WendlingerWEN,Sauber Ford,1:42.912
16,23,Pedro LamyLAM,Minardi Ford,1:43.102
17,24,Luca BadoerBAD,Minardi Ford,1:43.542
18,10,Taki InoueINO,Footwork Hart,1:44.074
19,17,Andrea MonterminiMON,Pacific Ilmor,1:46.097
20,21,Pedro DinizDIN,Forti Ford,1:46.654
21,22,Roberto MorenoMOR,Forti Ford,1:48.267
22,16,Bertrand GachotGAC,Pacific Ilmor,1:48.289
23,7,Mark BlundellBLU,McLaren Mercedes,16:42.640
