Pos,No,Driver,Car,Time
1,5,Damon HillHIL,Williams Renault,1:44.385
2,1,Michael SchumacherMSC,Benetton Renault,1:44.465
3,6,David CoulthardCOU,Williams Renault,1:44.540
4,28,Gerhard BergerBER,Ferrari,1:45.553
5,14,Rubens BarrichelloBAR,Jordan Peugeot,1:45.765
6,15,Eddie IrvineIRV,Jordan Peugeot,1:45.846
7,8,Mika HakkinenHAK,McLaren Mercedes,1:45.849
8,7,Mark BlundellBLU,McLaren Mercedes,1:46.221
9,2,Johnny HerbertHER,Benetton Renault,1:46.315
10,27,Jean AlesiALE,Ferrari,1:46.356
11,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:46.801
12,26,Olivier PanisPAN,Ligier Mugen Honda,1:47.372
13,4,Mika SaloSAL,Tyrrell Yamaha,1:47.507
14,29,Jean-Christophe BoullionBOU,Sauber Ford,1:47.636
15,9,Massimiliano PapisPAP,Footwork Hart,1:48.093
16,24,Luca BadoerBAD,Minardi Ford,1:49.302
17,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:49.402
18,25,Aguri SuzukiSUZ,Ligier Mugen Honda,1:49.716
19,10,Taki InoueINO,Footwork Hart,1:49.892
20,23,Pierluigi MartiniMAR,Minardi Ford,1:49.990
21,21,Pedro DinizDIN,Forti Ford,1:52.961
22,22,Roberto MorenoMOR,Forti Ford,1:53.405
23,17,Andrea MonterminiMON,Pacific Ilmor,1:53.492
24,16,Giovanni LavaggiLAV,Pacific Ilmor,1:54.625
