Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Benetton Renault,1:21.452
2,27,Jean AlesiALE,Ferrari,1:22.052
3,28,Gerhard BergerBER,Ferrari,1:22.071
4,6,David CoulthardCOU,Williams Renault,1:22.332
5,5,Damon HillHIL,Williams Renault,1:22.349
6,15,Eddie IrvineIRV,Jordan Peugeot,1:23.352
7,2,Johnny HerbertHER,Benetton Renault,1:23.536
8,14,Rubens BarrichelloBAR,Jordan Peugeot,1:23.705
9,8,Mika HakkinenHAK,McLaren Mercedes,1:23.833
10,7,Nigel MansellMAN,McLaren Mercedes,1:23.927
11,25,Martin BrundleBRU,Ligier Mugen Honda,1:24.727
12,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:24.802
13,4,Mika SaloSAL,Tyrrell Yamaha,1:24.971
14,9,Gianni MorbidelliMOR,Footwork Hart,1:25.053
15,26,Olivier PanisPAN,Ligier Mugen Honda,1:25.204
16,12,Jos VerstappenVER,Simtek Ford,1:25.827
17,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:25.946
18,10,Taki InoueINO,Footwork Hart,1:26.059
19,23,Pierluigi MartiniMAR,Minardi Ford,1:26.619
20,29,Karl WendlingerWEN,Sauber Ford,1:27.007
21,24,Luca BadoerBAD,Minardi Ford,1:27.345
22,11,Domenico SchiattarellaSCH,Simtek Ford,1:27.575
23,17,Andrea MonterminiMON,Pacific Ilmor,1:28.094
24,16,Bertrand GachotGAC,Pacific Ilmor,1:28.598
25,22,Roberto MorenoMOR,Forti Ford,1:28.963
26,21,Pedro DinizDIN,Forti Ford,1:29.540
