Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Benetton Renault,1:27.661
2,5,Damon HillHIL,Williams Renault,1:28.039
3,6,David CoulthardCOU,Williams Renault,1:28.091
4,28,Gerhard BergerBER,Ferrari,1:28.189
5,27,Jean AlesiALE,Ferrari,1:28.474
6,2,Johnny HerbertHER,Benetton Renault,1:28.498
7,8,Mika HakkinenHAK,McLaren Mercedes,1:28.910
8,15,Eddie IrvineIRV,Jordan Peugeot,1:29.021
9,14,Rubens BarrichelloBAR,Jordan Peugeot,1:29.171
10,7,Mark BlundellBLU,McLaren Mercedes,1:29.641
11,26,Olivier PanisPAN,Ligier Mugen Honda,1:29.809
12,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:30.017
13,9,Gianni MorbidelliMOR,Footwork Hart,1:30.159
14,25,Martin BrundleBRU,Ligier Mugen Honda,1:30.255
15,4,Mika SaloSAL,Tyrrell Yamaha,1:30.657
16,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:31.382
17,23,Pierluigi MartiniMAR,Minardi Ford,1:31.445
18,29,Jean-Christophe BoullionBOU,Sauber Ford,1:31.838
19,24,Luca BadoerBAD,Minardi Ford,1:31.853
20,16,Bertrand GachotGAC,Pacific Ilmor,1:32.841
21,17,Andrea MonterminiMON,Pacific Ilmor,1:32.894
22,10,Taki InoueINO,Footwork Hart,1:32.995
23,22,Roberto MorenoMOR,Forti Ford,1:34.000
24,21,Pedro DinizDIN,Forti Ford,1:34.982
