Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Benetton Renault,1:27.274
2,28,Gerhard BergerBER,Ferrari,1:27.282
3,6,David CoulthardCOU,Williams Renault,1:27.459
4,5,Damon HillHIL,Williams Renault,1:27.512
5,27,Jean AlesiALE,Ferrari,1:27.813
6,8,Mika HakkinenHAK,McLaren Mercedes,1:28.343
7,15,Eddie IrvineIRV,Jordan Peugeot,1:28.516
8,2,Johnny HerbertHER,Benetton Renault,1:29.350
9,7,Nigel MansellMAN,McLaren Mercedes,1:29.517
10,14,Rubens BarrichelloBAR,Jordan Peugeot,1:29.551
11,9,Gianni MorbidelliMOR,Footwork Hart,1:29.582
12,26,Olivier PanisPAN,Ligier Mugen Honda,1:30.760
13,4,Mika SaloSAL,Tyrrell Yamaha,1:31.035
14,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:31.358
15,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:31.630
16,25,Aguri SuzukiSUZ,Ligier Mugen Honda,1:31.913
17,12,Jos VerstappenVER,Simtek Ford,1:32.156
18,23,Pierluigi MartiniMAR,Minardi Ford,1:32.445
19,10,Taki InoueINO,Footwork Hart,1:32.710
20,24,Luca BadoerBAD,Minardi Ford,1:33.071
21,29,Karl WendlingerWEN,Sauber Ford,1:33.494
22,16,Bertrand GachotGAC,Pacific Ilmor,1:33.892
23,11,Domenico SchiattarellaSCH,Simtek Ford,1:33.965
24,17,Andrea MonterminiMON,Pacific Ilmor,1:35.169
25,22,Roberto MorenoMOR,Forti Ford,1:36.065
26,21,Pedro DinizDIN,Forti Ford,1:36.624
