Pos,No,Driver,Car,Time
1,6,David CoulthardCOU,Williams Renault,1:18.738
2,5,Damon HillHIL,Williams Renault,1:18.972
3,1,Michael SchumacherMSC,Benetton Renault,1:19.150
4,28,Gerhard BergerBER,Ferrari,1:19.821
5,15,Eddie IrvineIRV,Jordan Peugeot,1:20.488
6,27,Jean AlesiALE,Ferrari,1:20.510
7,2,Johnny HerbertHER,Benetton Renault,1:20.653
8,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:20.749
9,8,Mika HakkinenHAK,McLaren Mercedes,1:20.866
10,7,Mark BlundellBLU,McLaren Mercedes,1:20.909
11,14,Rubens BarrichelloBAR,Jordan Peugeot,1:21.211
12,25,Martin BrundleBRU,Ligier Mugen Honda,1:21.541
13,29,Jean-Christophe BoullionBOU,Sauber Ford,1:22.059
14,26,Olivier PanisPAN,Ligier Mugen Honda,1:22.062
15,4,Mika SaloSAL,Tyrrell Yamaha,1:23.058
16,23,Pedro LamyLAM,Minardi Ford,1:23.328
17,9,Massimiliano PapisPAP,Footwork Hart,1:23.689
18,24,Luca BadoerBAD,Minardi Ford,1:23.760
19,3,Gabriele TarquiniTAR,Tyrrell Yamaha,1:24.286
20,17,Andrea MonterminiMON,Pacific Ilmor,1:24.696
21,10,Taki InoueINO,Footwork Hart,1:24.900
22,21,Pedro DinizDIN,Forti Ford,1:25.157
23,22,Roberto MorenoMOR,Forti Ford,1:26.098
24,16,Jean-Denis DeletrazDEL,Pacific Ilmor,1:27.853
