Pos,No,Driver,Car,Time
1,5,Damon HillHIL,Williams Renault,1:21.952
2,1,Michael SchumacherMSC,Benetton Renault,1:22.742
3,6,David CoulthardCOU,Williams Renault,1:23.109
4,28,Gerhard BergerBER,Ferrari,1:23.220
5,27,Jean AlesiALE,Ferrari,1:23.754
6,8,Mika HakkinenHAK,McLaren Mercedes,1:23.857
7,2,Johnny HerbertHER,Benetton Renault,1:23.885
8,25,Martin BrundleBRU,Ligier Mugen Honda,1:24.447
9,15,Eddie IrvineIRV,Jordan Peugeot,1:24.857
10,7,Mark BlundellBLU,McLaren Mercedes,1:24.933
11,14,Rubens BarrichelloBAR,Jordan Peugeot,1:25.081
12,26,Olivier PanisPAN,Ligier Mugen Honda,1:25.125
13,9,Gianni MorbidelliMOR,Footwork Hart,1:25.447
14,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:25.661
15,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:25.808
16,24,Luca BadoerBAD,Minardi Ford,1:25.969
17,4,Mika SaloSAL,Tyrrell Yamaha,1:26.473
18,23,Pierluigi MartiniMAR,Minardi Ford,1:26.913
19,29,Jean-Christophe BoullionBOU,Sauber Ford,1:27.145
20,11,Domenico SchiattarellaSCH,Simtek Ford,1:28.337
21,16,Bertrand GachotGAC,Pacific Ilmor,1:29.039
22,21,Pedro DinizDIN,Forti Ford,1:29.244
23,12,Jos VerstappenVER,Simtek Ford,1:29.391
24,22,Roberto MorenoMOR,Forti Ford,1:29.608
25,17,Andrea MonterminiMON,Pacific Ilmor,1:30.149
26,10,Taki InoueINO,Footwork Hart,1:31.542
