Pos,No,Driver,Car,Time
1,5,Damon HillHIL,Williams Renault,1:16.982
2,6,David CoulthardCOU,Williams Renault,1:17.366
3,1,Michael SchumacherMSC,Benetton Renault,1:17.558
4,28,Gerhard BergerBER,Ferrari,1:18.059
5,8,Mika HakkinenHAK,McLaren Mercedes,1:18.363
6,27,Jean AlesiALE,Ferrari,1:18.968
7,15,Eddie IrvineIRV,Jordan Peugeot,1:19.499
8,25,Martin BrundleBRU,Ligier Mugen Honda,1:19.748
9,2,Johnny HerbertHER,Benetton Renault,1:20.072
10,26,Olivier PanisPAN,Ligier Mugen Honda,1:20.160
11,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:20.413
12,24,Luca BadoerBAD,Minardi Ford,1:20.543
13,7,Mark BlundellBLU,McLaren Mercedes,1:20.640
14,14,Rubens BarrichelloBAR,Jordan Peugeot,1:20.902
15,23,Pedro LamyLAM,Minardi Ford,1:21.156
16,4,Mika SaloSAL,Tyrrell Yamaha,1:21.624
17,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:21.702
18,10,Taki InoueINO,Footwork Hart,1:22.081
19,29,Jean-Christophe BoullionBOU,Sauber Ford,1:22.161
20,9,Massimiliano PapisPAP,Footwork Hart,1:23.275
21,22,Roberto MorenoMOR,Forti Ford,1:24.351
22,17,Andrea MonterminiMON,Pacific Ilmor,1:24.371
23,21,Pedro DinizDIN,Forti Ford,1:24.695
24,16,Giovanni LavaggiLAV,Pacific Ilmor,1:26.570
