Pos,No,Driver,Car,Time
1,6,David CoulthardCOU,Williams Renault,1:20.537
2,5,Damon HillHIL,Williams Renault,1:20.905
3,1,Michael SchumacherMSC,Benetton Renault,1:21.301
4,28,Gerhard BergerBER,Ferrari,1:21.970
5,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:22.226
6,2,Johnny HerbertHER,Benetton Renault,1:22.322
7,27,Jean AlesiALE,Ferrari,1:22.391
8,14,Rubens BarrichelloBAR,Jordan Peugeot,1:22.538
9,25,Martin BrundleBRU,Ligier Mugen Honda,1:22.588
10,15,Eddie IrvineIRV,Jordan Peugeot,1:22.831
11,26,Olivier PanisPAN,Ligier Mugen Honda,1:22.904
12,7,Mark BlundellBLU,McLaren Mercedes,1:22.914
13,8,Mika HakkinenHAK,McLaren Mercedes,1:23.064
14,29,Jean-Christophe BoullionBOU,Sauber Ford,1:23.934
15,4,Mika SaloSAL,Tyrrell Yamaha,1:23.936
16,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:24.287
17,23,Pedro LamyLAM,Minardi Ford,1:24.657
18,24,Luca BadoerBAD,Minardi Ford,1:24.778
19,10,Taki InoueINO,Footwork Hart,1:24.883
20,9,Massimiliano PapisPAP,Footwork Hart,1:25.179
21,17,Andrea MonterminiMON,Pacific Ilmor,1:26.172
22,21,Pedro DinizDIN,Forti Ford,1:27.292
23,22,Roberto MorenoMOR,Forti Ford,1:27.523
24,16,Jean-Denis DeletrazDEL,Pacific Ilmor,1:32.769
