Pos,No,Driver,Car,Time
1,6,David CoulthardCOU,Williams Renault,1:24.462
2,1,Michael SchumacherMSC,Benetton Renault,1:25.026
3,28,Gerhard BergerBER,Ferrari,1:25.353
4,5,Damon HillHIL,Williams Renault,1:25.699
5,27,Jean AlesiALE,Ferrari,1:25.707
6,14,Rubens BarrichelloBAR,Jordan Peugeot,1:25.919
7,8,Mika HakkinenHAK,McLaren Mercedes,1:25.920
8,2,Johnny HerbertHER,Benetton Renault,1:26.433
9,7,Mark BlundellBLU,McLaren Mercedes,1:26.472
10,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:26.541
11,25,Martin BrundleBRU,Ligier Mugen Honda,1:27.067
12,15,Eddie IrvineIRV,Jordan Peugeot,1:27.271
13,26,Olivier PanisPAN,Ligier Mugen Honda,1:27.384
14,29,Jean-Christophe BoullionBOU,Sauber Ford,1:28.741
15,9,Massimiliano PapisPAP,Footwork Hart,1:28.870
16,4,Mika SaloSAL,Tyrrell Yamaha,1:29.028
17,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:29.287
18,24,Luca BadoerBAD,Minardi Ford,1:29.559
19,23,Pedro LamyLAM,Minardi Ford,1:29.936
20,10,Taki InoueINO,Footwork Hart,1:30.515
21,17,Andrea MonterminiMON,Pacific Ilmor,1:30.721
22,22,Roberto MorenoMOR,Forti Ford,1:30.834
23,21,Pedro DinizDIN,Forti Ford,1:32.102
24,16,Giovanni LavaggiLAV,Pacific Ilmor,1:32.470
