Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,23,Alexander AlbonALB,Red Bull Racing Honda,7,14:24:20,23.562,23.562
1,16,Charles LeclercLEC,Ferrari,10,14:29:03,22.560,22.560
1,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,10,14:29:22,22.865,22.865
1,63,George RussellRUS,Williams Mercedes,11,14:30:54,22.496,22.496
1,5,Sebastian VettelVET,Ferrari,11,14:30:54,22.616,22.616
1,77,Valtteri BottasBOT,Mercedes,13,14:33:18,22.625,22.625
1,20,Kevin MagnussenMAG,Haas Ferrari,14,14:35:37,23.016,23.016
1,6,Nicholas LatifiLAT,Williams Mercedes,14,14:35:40,24.737,24.737
1,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,15,14:37:09,22.482,22.482
1,44,Lewis HamiltonHAM,Mercedes,16,14:37:59,23.983,23.983
1,33,Max VerstappenVER,Red Bull Racing Honda,16,14:38:04,22.106,22.106
1,3,Daniel RicciardoRIC,Renault,16,14:38:37,22.159,22.159
1,26,Daniil KvyatKVY,AlphaTauri Honda,17,14:41:05,30.826,30.826
1,11,Sergio PerezPER,Racing Point BWT Mercedes,28,14:57:23,22.880,22.880
1,55,Carlos SainzSAI,McLaren Renault,28,14:57:31,22.641,22.641
1,8,Romain GrosjeanGRO,Haas Ferrari,28,14:57:54,23.635,23.635
1,4,Lando NorrisNOR,McLaren Renault,29,14:58:56,21.991,21.991
1,27,Nico HulkenbergHUL,Racing Point BWT Mercedes,29,14:59:24,22.700,22.700
1,10,Pierre GaslyGAS,AlphaTauri Honda,30,15:00:55,22.625,22.625
2,6,Nicholas LatifiLAT,Williams Mercedes,33,15:06:01,24.063,48.800
2,20,Kevin MagnussenMAG,Haas Ferrari,34,15:07:30,23.114,46.130
2,16,Charles LeclercLEC,Ferrari,35,15:08:35,23.111,45.671
2,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,36,15:10:28,22.772,45.254
2,5,Sebastian VettelVET,Ferrari,41,15:18:18,24.366,46.982
2,3,Daniel RicciardoRIC,Renault,44,15:22:03,22.530,44.689
2,55,Carlos SainzSAI,McLaren Renault,44,15:22:26,22.503,45.144
2,44,Lewis HamiltonHAM,Mercedes,45,15:22:31,23.180,47.163
2,33,Max VerstappenVER,Red Bull Racing Honda,45,15:22:43,22.568,44.674
2,10,Pierre GaslyGAS,AlphaTauri Honda,44,15:23:04,22.917,45.542
2,27,Nico HulkenbergHUL,Racing Point BWT Mercedes,44,15:23:08,22.686,45.386
2,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,44,15:23:17,33.016,55.881
2,26,Daniil KvyatKVY,AlphaTauri Honda,44,15:23:55,22.527,53.353
2,11,Sergio PerezPER,Racing Point BWT Mercedes,45,15:24:17,22.612,45.492
