Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,18,Lance StrollSTR,Racing Point BWT Mercedes,1,13:14:49,36.189,36.189
1,8,Romain GrosjeanGRO,Haas Ferrari,9,13:25:41,30.422,30.422
1,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,10,13:27:00,29.745,29.745
1,63,George RussellRUS,Williams Mercedes,11,13:28:18,29.707,29.707
1,16,Charles LeclercLEC,Ferrari,13,13:30:49,30.243,30.243
1,4,Lando NorrisNOR,McLaren Renault,13,13:30:56,29.683,29.683
1,31,Esteban OconOCO,Renault,13,13:30:59,30.559,30.559
1,3,Daniel RicciardoRIC,Renault,14,13:32:09,30.204,30.204
1,26,Daniil KvyatKVY,AlphaTauri Honda,14,13:32:12,30.277,30.277
1,23,Alexander AlbonALB,Red Bull Racing Honda,14,13:32:12,29.770,29.770
1,55,Carlos SainzSAI,McLaren Renault,17,13:36:15,29.950,29.950
1,33,Max VerstappenVER,Red Bull Racing Honda,18,13:37:06,29.427,29.427
1,77,Valtteri BottasBOT,Mercedes,19,13:38:22,29.600,29.600
1,11,Sergio PerezPER,Racing Point BWT Mercedes,27,13:49:28,29.985,29.985
1,20,Kevin MagnussenMAG,Haas Ferrari,27,13:50:01,30.708,30.708
1,44,Lewis HamiltonHAM,Mercedes,30,13:52:53,30.382,30.382
2,18,Lance StrollSTR,Racing Point BWT Mercedes,29,13:53:03,30.566,1:06.755
1,6,Nicholas LatifiLAT,Williams Mercedes,34,13:59:15,29.892,29.892
1,5,Sebastian VettelVET,Ferrari,39,14:05:39,40.497,40.497
1,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,48,14:17:39,29.863,29.863
2,8,Romain GrosjeanGRO,Haas Ferrari,50,14:21:06,31.199,1:01.621
2,77,Valtteri BottasBOT,Mercedes,51,14:21:18,30.129,59.729
2,11,Sergio PerezPER,Racing Point BWT Mercedes,51,14:21:54,30.555,1:00.540
2,26,Daniil KvyatKVY,AlphaTauri Honda,51,14:22:09,29.809,1:00.086
2,55,Carlos SainzSAI,McLaren Renault,51,14:22:11,30.614,1:00.564
2,44,Lewis HamiltonHAM,Mercedes,52,14:22:55,30.925,1:01.307
2,5,Sebastian VettelVET,Ferrari,51,14:22:57,29.934,1:10.431
3,18,Lance StrollSTR,Racing Point BWT Mercedes,52,14:25:09,36.630,1:43.385
2,4,Lando NorrisNOR,McLaren Renault,53,14:25:29,30.203,59.886
2,23,Alexander AlbonALB,Red Bull Racing Honda,59,14:37:02,29.552,59.322
