Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:02.939
2,33,Max VerstappenVER,Red Bull Racing Honda,1:03.477
3,4,Lando NorrisNOR,McLaren Renault,1:03.626
4,23,Alexander AlbonALB,Red Bull Racing Honda,1:03.868
5,44,Lewis HamiltonHAM,Mercedes,1:02.951
6,11,Sergio PerezPER,Racing Point BWT Mercedes,1:03.868
7,16,Charles LeclercLEC,Ferrari,1:03.923
8,55,Carlos SainzSAI,McLaren Renault,1:03.971
9,18,Lance StrollSTR,Racing Point BWT Mercedes,1:04.029
10,3,Daniel RicciardoRIC,Renault,1:04.239
11,5,Sebastian VettelVET,Ferrari,1:04.206
12,10,Pierre GaslyGAS,AlphaTauri Honda,1:04.305
13,26,Daniil KvyatKVY,AlphaTauri Honda,1:04.431
14,31,Esteban OconOCO,Renault,1:04.643
15,8,Romain GrosjeanGRO,Haas Ferrari,1:04.691
16,20,Kevin MagnussenMAG,Haas Ferrari,1:05.164
17,63,George RussellRUS,Williams Mercedes,1:05.167
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:05.175
19,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:05.224
20,6,Nicholas LatifiLAT,Williams Mercedes,1:05.757
