Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:18.887
2,77,Valtteri BottasBOT,Mercedes,1:18.956
3,55,Carlos SainzSAI,McLaren Renault,1:19.695
4,11,Sergio PerezPER,Racing Point BWT Mercedes,1:19.720
5,33,Max VerstappenVER,Red Bull Racing Honda,1:19.795
6,4,Lando NorrisNOR,McLaren Renault,1:19.820
7,3,Daniel RicciardoRIC,Renault,1:19.864
8,18,Lance StrollSTR,Racing Point BWT Mercedes,1:20.049
9,23,Alexander AlbonALB,Red Bull Racing Honda,1:20.090
10,10,Pierre GaslyGAS,AlphaTauri Honda,1:20.177
11,26,Daniil KvyatKVY,AlphaTauri Honda,1:20.169
12,31,Esteban OconOCO,Renault,1:20.234
13,16,Charles LeclercLEC,Ferrari,1:20.273
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:20.926
15,20,Kevin MagnussenMAG,Haas Ferrari,1:21.573
16,8,Romain GrosjeanGRO,Haas Ferrari,1:21.139
17,5,Sebastian VettelVET,Ferrari,1:21.151
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:21.206
19,63,George RussellRUS,Williams Mercedes,1:21.587
20,6,Nicholas LatifiLAT,Williams Mercedes,1:21.717
