Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:31.304
2,33,Max VerstappenVER,Red Bull Racing Honda,1:31.867
3,77,Valtteri BottasBOT,Mercedes,1:31.956
4,11,Sergio PerezPER,Racing Point BWT Mercedes,1:32.317
5,3,Daniel RicciardoRIC,Renault,1:32.364
6,55,Carlos SainzSAI,McLaren Renault,1:32.550
7,31,Esteban OconOCO,Renault,1:32.624
8,4,Lando NorrisNOR,McLaren Renault,1:32.847
9,10,Pierre GaslyGAS,AlphaTauri Honda,1:33.000
10,16,Charles LeclercLEC,Ferrari,1:33.239
11,26,Daniil KvyatKVY,AlphaTauri Honda,1:33.249
12,18,Lance StrollSTR,Racing Point BWT Mercedes,1:33.364
13,63,George RussellRUS,Williams Mercedes,1:33.583
14,5,Sebastian VettelVET,Ferrari,1:33.609
15,23,Alexander AlbonALB,Red Bull Racing Honda,1:33.008
16,8,Romain GrosjeanGRO,Haas Ferrari,1:34.592
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:34.594
18,20,Kevin MagnussenMAG,Haas Ferrari,1:34.681
19,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:35.267
20,6,Nicholas LatifiLAT,Williams Mercedes,1:35.066
