Pos,No,Driver,Car,Time
1,33,Max VerstappenVER,Red Bull Racing Honda,1:35.246
2,77,Valtteri BottasBOT,Mercedes,1:35.271
3,44,Lewis HamiltonHAM,Mercedes,1:35.332
4,4,Lando NorrisNOR,McLaren Renault,1:35.497
5,23,Alexander AlbonALB,Red Bull Racing Honda,1:35.571
6,55,Carlos SainzSAI,McLaren Renault,1:35.815
7,26,Daniil KvyatKVY,AlphaTauri Honda,1:35.963
8,18,Lance StrollSTR,Racing Point BWT Mercedes,1:36.046
9,10,Pierre GaslyGAS,AlphaTauri Honda,1:36.242
10,31,Esteban OconOCO,Renault,1:36.359
11,3,Daniel RicciardoRIC,Renault,1:36.406
12,16,Charles LeclercLEC,Ferrari,1:36.065
13,5,Sebastian VettelVET,Ferrari,1:36.631
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:38.248
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:37.555
16,63,George RussellRUS,Williams Mercedes,1:38.045
17,51,Pietro FittipaldiFIT,Haas Ferrari,1:38.173
18,6,Nicholas LatifiLAT,Williams Mercedes,1:38.443
19,11,Sergio PerezPER,Racing Point BWT Mercedes,
20,20,Kevin MagnussenMAG,Haas Ferrari,1:37.863
