Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:41.252
2,77,Valtteri BottasBOT,Mercedes,1:41.763
3,33,Max VerstappenVER,Red Bull Racing Honda,1:41.778
4,3,Daniel RicciardoRIC,Renault,1:42.061
5,23,Alexander AlbonALB,Red Bull Racing Honda,1:42.264
6,31,Esteban OconOCO,Renault,1:42.396
7,55,Carlos SainzSAI,McLaren Renault,1:42.438
8,11,Sergio PerezPER,Racing Point BWT Mercedes,1:42.532
9,18,Lance StrollSTR,Racing Point BWT Mercedes,1:42.603
10,4,Lando NorrisNOR,McLaren Renault,1:42.657
11,26,Daniil KvyatKVY,AlphaTauri Honda,1:42.730
12,10,Pierre GaslyGAS,AlphaTauri Honda,1:42.745
13,16,Charles LeclercLEC,Ferrari,1:42.996
14,5,Sebastian VettelVET,Ferrari,1:43.261
15,63,George RussellRUS,Williams Mercedes,1:43.468
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:43.743
17,8,Romain GrosjeanGRO,Haas Ferrari,1:43.838
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:43.950
19,6,Nicholas LatifiLAT,Williams Mercedes,1:44.138
20,20,Kevin MagnussenMAG,Haas Ferrari,1:44.314
