Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:13.447
2,77,Valtteri BottasBOT,Mercedes,1:13.554
3,18,Lance StrollSTR,Racing Point BWT Mercedes,1:14.377
4,11,Sergio PerezPER,Racing Point BWT Mercedes,1:14.545
5,5,Sebastian VettelVET,Ferrari,1:14.774
6,16,Charles LeclercLEC,Ferrari,1:14.817
7,33,Max VerstappenVER,Red Bull Racing Honda,1:14.849
8,4,Lando NorrisNOR,McLaren Renault,1:14.966
9,55,Carlos SainzSAI,McLaren Renault,1:15.027
10,10,Pierre GaslyGAS,AlphaTauri Honda,
11,3,Daniel RicciardoRIC,Renault,1:15.661
12,63,George RussellRUS,Williams Mercedes,1:15.698
13,23,Alexander AlbonALB,Red Bull Racing Honda,1:15.715
14,31,Esteban OconOCO,Renault,1:15.742
15,6,Nicholas LatifiLAT,Williams Mercedes,1:16.544
16,20,Kevin MagnussenMAG,Haas Ferrari,1:16.152
17,26,Daniil KvyatKVY,AlphaTauri Honda,1:16.204
18,8,Romain GrosjeanGRO,Haas Ferrari,1:16.407
19,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:16.506
20,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:16.614
