Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,4,Lewis HamiltonHAM,McLaren Mercedes,1:48.285,1:46.665,1:46.362,14
2,18,Pastor MaldonadoMAL,Williams Renault,1:49.494,1:47.602,1:46.804,17
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:48.240,1:46.791,1:46.905,14
4,3,Jenson ButtonBUT,McLaren Mercedes,1:49.381,1:47.661,1:46.939,15
5,5,Fernando AlonsoALO,Ferrari,1:49.391,1:47.567,1:47.216,14
6,11,Paul di RestaDIR,Force India Mercedes,1:48.028,1:47.667,1:47.241,18
7,2,Mark WebberWEB,Red Bull Racing Renault,1:48.717,1:47.513,1:47.475,17
8,10,Romain GrosjeanGRO,Lotus Renault,1:47.688,1:47.529,1:47.788,16
9,7,Michael SchumacherMSC,Mercedes,1:49.546,1:47.823,DNF,14
10,8,Nico RosbergROS,Mercedes,1:49.463,1:47.943,DNF,13
11,12,Nico HulkenbergHUL,Force India Mercedes,1:49.547,1:47.975,,12
12,9,Kimi RäikkönenRAI,Lotus Renault,1:48.169,1:48.261,,14
13,6,Felipe MassaMAS,Ferrari,1:49.767,1:48.344,,12
14,15,Sergio PerezPER,Sauber Ferrari,1:49.055,1:48.505,,14
15,16,Daniel RicciardoRIC,STR Ferrari,1:49.023,1:48.774,,13
16,17,Jean-Eric VergneVER,STR Ferrari,1:49.564,1:48.849,,14
17,19,Bruno SennaSEN,Williams Renault,1:49.809,DNF,,10
18,14,Kamui KobayashiKOB,Sauber Ferrari,1:49.933,,,8
19,21,Vitaly PetrovPET,Caterham Renault,1:50.846,,,6
20,20,Heikki KovalainenKOV,Caterham Renault,1:51.137,,,6
21,24,Timo GlockGLO,Marussia Cosworth,1:51.370,,,8
22,25,Charles PicPIC,Marussia Cosworth,1:51.762,,,8
23,23,Narain KarthikeyanKAR,HRT Cosworth,1:52.372,,,7
24,22,Pedro de la RosaDLR,HRT Cosworth,1:53.355,,,7
