Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,5,Fernando AlonsoALO,Ferrari,1:16.073,1:38.521,1:40.621,23
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:16.393,1:38.309,1:41.026,23
3,2,Mark WebberWEB,Red Bull Racing Renault,1:16.500,1:39.382,1:41.496,24
4,7,Michael SchumacherMSC,Mercedes,1:16.686,1:38.010,1:42.459,24
5,12,Nico HulkenbergHUL,Force India Mercedes,1:16.271,1:39.467,1:43.501,24
6,18,Pastor MaldonadoMAL,Williams Renault,1:16.181,1:38.731,1:43.950,27
7,3,Jenson ButtonBUT,McLaren Mercedes,1:16.507,1:38.659,1:44.113,20
8,4,Lewis HamiltonHAM,McLaren Mercedes,1:16.221,1:37.365,1:44.186,18
9,11,Paul di RestaDIR,Force India Mercedes,1:16.352,1:39.703,1:44.889,26
10,9,Kimi RäikkönenRAI,Lotus Renault,1:15.693,1:39.729,1:45.811,20
11,16,Daniel RicciardoRIC,STR Ferrari,1:16.516,1:39.789,,15
12,15,Sergio PerezPER,Sauber Ferrari,1:15.726,1:39.933,,17
13,14,Kamui KobayashiKOB,Sauber Ferrari,1:16.481,1:39.985,,16
14,6,Felipe MassaMAS,Ferrari,1:16.265,1:40.212,,17
15,10,Romain GrosjeanGRO,Lotus Renault,1:16.685,1:40.574,,18
16,19,Bruno SennaSEN,Williams Renault,1:16.426,1:40.752,,21
17,8,Nico RosbergROS,Mercedes,1:15.988,1:41.551,,18
18,17,Jean-Eric VergneVER,STR Ferrari,1:16.741,,,9
19,20,Heikki KovalainenKOV,Caterham Renault,1:17.620,,,8
20,21,Vitaly PetrovPET,Caterham Renault,1:18.531,,,9
21,25,Charles PicPIC,Marussia Cosworth,1:19.220,,,12
22,24,Timo GlockGLO,Marussia Cosworth,1:19.291,,,11
23,22,Pedro de la RosaDLR,HRT Cosworth,1:19.912,,,8
24,23,Narain KarthikeyanKAR,HRT Cosworth,1:20.230,,,10
