Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:32.608,1:31.501,1:30.839,11
2,2,Mark WebberWEB,Red Bull Racing Renault,1:32.951,1:31.950,1:31.090,15
3,3,Jenson ButtonBUT,McLaren Mercedes,1:33.077,1:31.772,1:31.290,14
4,14,Kamui KobayashiKOB,Sauber Ferrari,1:32.042,1:31.886,1:31.700,16
5,10,Romain GrosjeanGRO,Lotus Renault,1:32.029,1:31.988,1:31.898,20
6,15,Sergio PerezPER,Sauber Ferrari,1:32.147,1:32.169,1:32.022,20
7,5,Fernando AlonsoALO,Ferrari,1:32.459,1:31.833,1:32.114,17
8,9,Kimi RäikkönenRAI,Lotus Renault,1:32.221,1:31.826,1:32.208,18
9,4,Lewis HamiltonHAM,McLaren Mercedes,1:33.061,1:32.121,1:32.327,17
10,12,Nico HulkenbergHUL,Force India Mercedes,1:32.828,1:32.272,DNF,12
11,6,Felipe MassaMAS,Ferrari,1:32.946,1:32.293,,12
12,11,Paul di RestaDIR,Force India Mercedes,1:32.898,1:32.327,,14
13,7,Michael SchumacherMSC,Mercedes,1:33.349,1:32.469,,10
14,18,Pastor MaldonadoMAL,Williams Renault,1:32.834,1:32.512,,11
15,8,Nico RosbergROS,Mercedes,1:33.015,1:32.625,,16
16,16,Daniel RicciardoRIC,STR Ferrari,1:33.059,1:32.954,,14
17,17,Jean-Eric VergneVER,STR Ferrari,1:33.370,1:33.368,,14
18,19,Bruno SennaSEN,Williams Renault,1:33.405,,,8
19,20,Heikki KovalainenKOV,Caterham Renault,1:34.657,,,6
20,24,Timo GlockGLO,Marussia Cosworth,1:35.213,,,8
21,22,Pedro de la RosaDLR,HRT Cosworth,1:35.385,,,6
22,25,Charles PicPIC,Marussia Cosworth,1:35.429,,,8
23,21,Vitaly PetrovPET,Caterham Renault,1:35.432,,,8
24,23,Narain KarthikeyanKAR,HRT Cosworth,1:36.734,,,6
