Pos,No,Driver,Car,Time
1,5,Damon HillHIL,Williams Renault,1:18.111
2,11,Rubens BarrichelloBAR,Jordan Peugeot,1:19.092
3,6,Jacques VilleneuveVIL,Williams Renault,1:19.254
4,1,Michael SchumacherMSC,Ferrari,1:19.474
5,3,Jean AlesiALE,Benetton Renault,1:19.484
6,12,Martin BrundleBRU,Jordan Peugeot,1:19.519
7,7,Mika HakkinenHAK,McLaren Mercedes,1:19.607
8,4,Gerhard BergerBER,Benetton Renault,1:19.762
9,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:19.799
10,2,Eddie IrvineIRV,Ferrari,1:19.951
11,19,Mika SaloSAL,Tyrrell Yamaha,1:20.000
12,14,Johnny HerbertHER,Sauber Ford,1:20.144
13,17,Jos VerstappenVER,Footwork Hart,1:20.157
14,8,David CoulthardCOU,McLaren Mercedes,1:20.167
15,9,Olivier PanisPAN,Ligier Mugen Honda,1:20.426
16,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:20.427
17,16,Ricardo RossetROS,Footwork Hart,1:20.440
18,20,Pedro LamyLAM,Minardi Ford,1:21.491
19,22,Luca BadoerBAD,Forti Ford,1:23.174
20,23,Andrea MonterminiMON,Forti Ford,1:23.454
21,21,Tarso MarquesMAR,Minardi Ford,
22,10,Pedro DinizDIN,Ligier Mugen Honda,
