Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:17.129
2,5,Damon HillHIL,Williams Renault,1:17.182
3,6,Jacques VilleneuveVIL,Williams Renault,1:17.259
4,2,Eddie IrvineIRV,Ferrari,1:18.617
5,3,Jean AlesiALE,Benetton Renault,1:18.754
6,4,Gerhard BergerBER,Benetton Renault,1:18.794
7,7,Mika HakkinenHAK,McLaren Mercedes,1:19.116
8,14,Johnny HerbertHER,Sauber Ford,1:19.292
9,8,David CoulthardCOU,McLaren Mercedes,1:19.384
10,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:19.436
11,9,Olivier PanisPAN,Ligier Mugen Honda,1:19.538
12,12,Martin BrundleBRU,Jordan Peugeot,1:19.828
13,11,Rubens BarrichelloBAR,Jordan Peugeot,1:19.966
14,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:20.499
15,10,Pedro DinizDIN,Ligier Mugen Honda,1:20.665
16,19,Mika SaloSAL,Tyrrell Yamaha,1:20.678
17,17,Jos VerstappenVER,Footwork Hart,1:20.781
18,16,Ricardo RossetROS,Footwork Hart,1:21.590
19,20,Pedro LamyLAM,Minardi Ford,1:21.713
20,21,Giovanni LavaggiLAV,Minardi Ford,1:22.468
