Pos,No,Driver,Car,Time
1,5,Damon HillHIL,Williams Renault,1:24.204
2,6,Jacques VilleneuveVIL,Williams Renault,1:24.521
3,1,Michael SchumacherMSC,Ferrari,1:24.781
4,7,Mika HakkinenHAK,McLaren Mercedes,1:24.939
5,8,David CoulthardCOU,McLaren Mercedes,1:24.976
6,3,Jean AlesiALE,Benetton Renault,1:25.201
7,2,Eddie IrvineIRV,Ferrari,1:25.226
8,4,Gerhard BergerBER,Benetton Renault,1:25.470
9,12,Martin BrundleBRU,Jordan Peugeot,1:26.037
10,11,Rubens BarrichelloBAR,Jordan Peugeot,1:26.194
11,9,Olivier PanisPAN,Ligier Mugen Honda,1:26.206
12,14,Johnny HerbertHER,Sauber Ford,1:26.345
13,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:26.505
14,10,Pedro DinizDIN,Ligier Mugen Honda,1:26.726
15,17,Jos VerstappenVER,Footwork Hart,1:27.270
16,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:28.234
17,19,Mika SaloSAL,Tyrrell Yamaha,1:28.472
18,20,Pedro LamyLAM,Minardi Ford,1:28.933
19,16,Ricardo RossetROS,Footwork Hart,1:29.181
20,21,Giovanni LavaggiLAV,Minardi Ford,1:29.833
