Pos,No,Driver,Car,Time
1,6,Jacques VilleneuveVIL,Williams Renault,1:32.371
2,5,Damon HillHIL,Williams Renault,1:32.509
3,2,Eddie IrvineIRV,Ferrari,1:32.889
4,1,Michael SchumacherMSC,Ferrari,1:33.125
5,7,Mika HakkinenHAK,McLaren Mercedes,1:34.054
6,3,Jean AlesiALE,Benetton Renault,1:34.257
7,4,Gerhard BergerBER,Benetton Renault,1:34.344
8,11,Rubens BarrichelloBAR,Jordan Peugeot,1:34.474
9,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:34.494
10,19,Mika SaloSAL,Tyrrell Yamaha,1:34.832
11,9,Olivier PanisPAN,Ligier Mugen Honda,1:35.330
12,17,Jos VerstappenVER,Footwork Hart,1:35.338
13,8,David CoulthardCOU,McLaren Mercedes,1:35.351
14,14,Johnny HerbertHER,Sauber Ford,1:35.453
15,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:35.715
16,21,Giancarlo FisichellaFIS,Minardi Ford,1:35.898
17,20,Pedro LamyLAM,Minardi Ford,1:36.109
18,16,Ricardo RossetROS,Footwork Hart,1:36.198
19,12,Martin BrundleBRU,Jordan Peugeot,1:36.286
20,10,Pedro DinizDIN,Ligier Mugen Honda,1:36.298
