Pos,No,Driver,Car,Time
1,5,Damon HillHIL,Williams Renault,1:26.875
2,6,Jacques VilleneuveVIL,Williams Renault,1:27.070
3,1,Michael SchumacherMSC,Ferrari,1:27.707
4,7,Mika HakkinenHAK,McLaren Mercedes,1:27.856
5,3,Jean AlesiALE,Benetton Renault,1:28.307
6,11,Rubens BarrichelloBAR,Jordan Peugeot,1:28.409
7,4,Gerhard BergerBER,Benetton Renault,1:28.653
8,12,Martin BrundleBRU,Jordan Peugeot,1:28.946
9,8,David CoulthardCOU,McLaren Mercedes,1:28.966
10,2,Eddie IrvineIRV,Ferrari,1:29.186
11,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:29.591
12,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:29.913
13,14,Johnny HerbertHER,Sauber Ford,1:29.947
14,19,Mika SaloSAL,Tyrrell Yamaha,1:29.949
15,17,Jos VerstappenVER,Footwork Hart,1:30.102
16,9,Olivier PanisPAN,Ligier Mugen Honda,1:30.167
17,10,Pedro DinizDIN,Ligier Mugen Honda,1:31.076
18,21,Giancarlo FisichellaFIS,Minardi Ford,1:31.365
19,20,Pedro LamyLAM,Minardi Ford,1:31.454
20,16,Ricardo RossetROS,Footwork Hart,
