Pos,No,Driver,Car,Time
1,5,Damon HillHIL,Williams Renault,1:43.912
2,4,Gerhard BergerBER,Benetton Renault,1:44.299
3,1,Michael SchumacherMSC,Ferrari,1:44.477
4,7,Mika HakkinenHAK,McLaren Mercedes,1:44.644
5,3,Jean AlesiALE,Benetton Renault,1:44.670
6,6,Jacques VilleneuveVIL,Williams Renault,1:44.842
7,8,David CoulthardCOU,McLaren Mercedes,1:44.951
8,2,Eddie IrvineIRV,Ferrari,1:45.389
9,11,Rubens BarrichelloBAR,Jordan Peugeot,1:45.452
10,12,Martin BrundleBRU,Jordan Peugeot,1:45.876
11,10,Pedro DinizDIN,Ligier Mugen Honda,1:46.575
12,9,Olivier PanisPAN,Ligier Mugen Honda,1:46.746
13,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:46.899
14,14,Johnny HerbertHER,Sauber Ford,1:47.711
15,19,Mika SaloSAL,Tyrrell Yamaha,1:48.139
16,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:48.381
17,17,Jos VerstappenVER,Footwork Hart,1:48.512
18,20,Pedro LamyLAM,Minardi Ford,1:49.461
19,16,Ricardo RossetROS,Footwork Hart,1:49.551
