Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:15.989
2,5,Damon HillHIL,Williams Renault,1:16.058
3,3,Jean AlesiALE,Benetton Renault,1:16.310
4,4,Gerhard BergerBER,Benetton Renault,1:16.592
5,7,Mika HakkinenHAK,McLaren Mercedes,1:16.634
6,6,Jacques VilleneuveVIL,Williams Renault,1:16.905
7,8,David CoulthardCOU,McLaren Mercedes,1:17.007
8,12,Martin BrundleBRU,Jordan Peugeot,1:17.187
9,9,Olivier PanisPAN,Ligier Mugen Honda,1:17.390
10,11,Rubens BarrichelloBAR,Jordan Peugeot,1:17.665
11,10,Pedro DinizDIN,Ligier Mugen Honda,1:17.676
12,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:17.739
13,19,Mika SaloSAL,Tyrrell Yamaha,1:18.021
14,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:18.242
15,17,Jos VerstappenVER,Footwork Hart,1:18.324
16,14,Johnny HerbertHER,Sauber Ford,1:18.556
17,21,Giancarlo FisichellaFIS,Minardi Ford,1:18.604
18,20,Pedro LamyLAM,Minardi Ford,1:19.210
19,16,Ricardo RossetROS,Footwork Hart,1:19.242
20,22,Luca BadoerBAD,Forti Ford,1:20.562
21,23,Andrea MonterminiMON,Forti Ford,1:20.647
22,2,Eddie IrvineIRV,Ferrari,
