Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:26.890
2,5,Damon HillHIL,Williams Renault,1:27.105
3,6,Jacques VilleneuveVIL,Williams Renault,1:27.220
4,8,David CoulthardCOU,McLaren Mercedes,1:27.688
5,3,Jean AlesiALE,Benetton Renault,1:28.009
6,2,Eddie IrvineIRV,Ferrari,1:28.205
7,4,Gerhard BergerBER,Benetton Renault,1:28.336
8,19,Mika SaloSAL,Tyrrell Yamaha,1:28.423
9,11,Rubens BarrichelloBAR,Jordan Peugeot,1:28.632
10,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:28.785
11,7,Mika HakkinenHAK,McLaren Mercedes,1:29.079
12,12,Martin BrundleBRU,Jordan Peugeot,1:29.099
13,9,Olivier PanisPAN,Ligier Mugen Honda,1:29.472
14,17,Jos VerstappenVER,Footwork Hart,1:29.539
15,14,Johnny HerbertHER,Sauber Ford,1:29.541
16,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:29.892
17,10,Pedro DinizDIN,Ligier Mugen Honda,1:29.989
18,20,Pedro LamyLAM,Minardi Ford,1:30.471
19,21,Giancarlo FisichellaFIS,Minardi Ford,1:30.814
20,16,Ricardo RossetROS,Footwork Hart,1:31.316
21,22,Luca BadoerBAD,Forti Ford,1:32.037
