Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:18.410,,35
2,44,Lewis HamiltonHAM,Mercedes,1:18.749,+0.339s,35
3,33,Max VerstappenVER,Red Bull Racing Honda,1:19.191,+0.781s,32
4,16,Charles LeclercLEC,Ferrari,1:19.309,+0.899s,33
5,23,Alexander AlbonALB,Red Bull Racing Honda,1:19.365,+0.955s,34
6,55,Carlos SainzSAI,McLaren Renault,1:19.441,+1.031s,42
7,11,Sergio PerezPER,Racing Point BWT Mercedes,1:19.907,+1.497s,31
8,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:19.954,+1.544s,35
9,3,Daniel RicciardoRIC,Renault,1:20.058,+1.648s,27
10,10,Pierre GaslyGAS,AlphaTauri Honda,1:20.124,+1.714s,29
11,5,Sebastian VettelVET,Ferrari,1:20.200,+1.790s,37
12,4,Lando NorrisNOR,McLaren Renault,1:20.207,+1.797s,29
13,26,Daniil KvyatKVY,AlphaTauri Honda,1:20.278,+1.868s,32
14,20,Kevin MagnussenMAG,Haas Ferrari,1:20.846,+2.436s,28
15,18,Lance StrollSTR,Racing Point BWT Mercedes,1:20.954,+2.544s,32
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:21.009,+2.599s,35
17,8,Romain GrosjeanGRO,Haas Ferrari,1:21.169,+2.759s,31
18,63,George RussellRUS,Williams Mercedes,1:21.374,+2.964s,31
19,31,Esteban OconOCO,Renault,1:21.673,+3.263s,31
20,6,Nicholas LatifiLAT,Williams Mercedes,1:22.054,+3.644s,34
