Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:35.077,,29
2,23,Alexander AlbonALB,Red Bull Racing Honda,1:35.318,+0.241s,27
3,16,Charles LeclercLEC,Ferrari,1:35.507,+0.430s,26
4,10,Pierre GaslyGAS,AlphaTauri Honda,1:35.543,+0.466s,26
5,5,Sebastian VettelVET,Ferrari,1:35.620,+0.543s,29
6,26,Daniil KvyatKVY,AlphaTauri Honda,1:36.738,+1.661s,27
7,4,Lando NorrisNOR,McLaren Renault,1:37.216,+2.139s,21
8,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:37.503,+2.426s,21
9,77,Valtteri BottasBOT,Mercedes,1:37.629,+2.552s,23
10,31,Esteban OconOCO,Renault,1:38.428,+3.351s,23
11,6,Nicholas LatifiLAT,Williams Mercedes,1:38.508,+3.431s,18
12,11,Sergio PerezPER,Racing Point BWT Mercedes,1:38.612,+3.535s,22
13,18,Lance StrollSTR,Racing Point BWT Mercedes,1:39.484,+4.407s,21
14,8,Romain GrosjeanGRO,Haas Ferrari,1:40.025,+4.948s,25
15,44,Lewis HamiltonHAM,Mercedes,1:40.225,+5.148s,12
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:41.035,+5.958s,23
17,20,Kevin MagnussenMAG,Haas Ferrari,1:41.854,+6.777s,21
18,3,Daniel RicciardoRIC,Renault,1:45.156,+10.079s,20
19,55,Carlos SainzSAI,McLaren Renault,1:46.462,+11.385s,12
20,63,George RussellRUS,Williams Mercedes,1:49.256,+14.179s,17
