Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:29.033,,40
2,77,Valtteri BottasBOT,Mercedes,1:29.482,+0.449s,41
3,11,Sergio PerezPER,Racing Point BWT Mercedes,1:30.000,+0.967s,31
4,55,Carlos SainzSAI,McLaren Renault,1:30.018,+0.985s,31
5,10,Pierre GaslyGAS,AlphaTauri Honda,1:30.049,+1.016s,34
6,33,Max VerstappenVER,Red Bull Racing Honda,1:30.294,+1.261s,18
7,23,Alexander AlbonALB,Red Bull Racing Honda,1:30.302,+1.269s,34
8,31,Esteban OconOCO,Renault,1:30.384,+1.351s,28
9,18,Lance StrollSTR,Racing Point BWT Mercedes,1:30.426,+1.393s,30
10,3,Daniel RicciardoRIC,Renault,1:30.508,+1.475s,30
11,16,Charles LeclercLEC,Ferrari,1:30.589,+1.556s,29
12,5,Sebastian VettelVET,Ferrari,1:30.628,+1.595s,24
13,88,Robert KubicaKUB,Alfa Romeo Racing Ferrari,1:30.732,+1.699s,24
14,8,Romain GrosjeanGRO,Haas Ferrari,1:30.832,+1.799s,28
15,20,Kevin MagnussenMAG,Haas Ferrari,1:30.854,+1.821s,29
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:30.896,+1.863s,27
17,26,Daniil KvyatKVY,AlphaTauri Honda,1:31.020,+1.987s,37
18,4,Lando NorrisNOR,McLaren Renault,1:31.392,+2.359s,27
19,6,Nicholas LatifiLAT,Williams Mercedes,1:32.472,+3.439s,29
20,40,Roy NissanyNIS,Williams Mercedes,1:32.801,+3.768s,27
