Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:34.923,,13
2,3,Daniel RicciardoRIC,Renault,1:35.430,+0.507s,22
3,33,Max VerstappenVER,Red Bull Racing Honda,1:35.577,+0.654s,22
4,11,Sergio PerezPER,Racing Point BWT Mercedes,1:35.796,+0.873s,23
5,18,Lance StrollSTR,Racing Point BWT Mercedes,1:35.965,+1.042s,21
6,31,Esteban OconOCO,Renault,1:36.061,+1.138s,23
7,26,Daniil KvyatKVY,AlphaTauri Honda,1:36.230,+1.307s,22
8,23,Alexander AlbonALB,Red Bull Racing Honda,1:36.254,+1.331s,24
9,5,Sebastian VettelVET,Ferrari,1:36.323,+1.400s,23
10,10,Pierre GaslyGAS,AlphaTauri Honda,1:36.706,+1.783s,25
11,16,Charles LeclercLEC,Ferrari,1:36.896,+1.973s,23
12,55,Carlos SainzSAI,McLaren Renault,1:36.970,+2.047s,8
13,4,Lando NorrisNOR,McLaren Renault,1:37.110,+2.187s,28
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:37.201,+2.278s,17
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:37.230,+2.307s,23
16,20,Kevin MagnussenMAG,Haas Ferrari,1:37.430,+2.507s,22
17,63,George RussellRUS,Williams Mercedes,1:37.595,+2.672s,24
18,8,Romain GrosjeanGRO,Haas Ferrari,1:37.649,+2.726s,24
19,44,Lewis HamiltonHAM,Mercedes,1:37.716,+2.793s,18
20,6,Nicholas LatifiLAT,Williams Mercedes,1:37.784,+2.861s,11
