Pos,No,Driver,Car,Time,Gap,Laps
1,2,Rubens BarrichelloBAR,Ferrari,1:31.450,,19
2,3,Juan Pablo MontoyaMOY,Williams BMW,1:31.451,+0.001s,21
3,35,Anthony DavidsonDAV,BAR Honda,1:31.488,+0.038s,29
4,1,Michael SchumacherMSC,Ferrari,1:31.732,+0.282s,22
5,15,Christian KlienKLI,Jaguar Cosworth,1:31.789,+0.339s,20
6,4,Ralf SchumacherRSC,Williams BMW,1:31.842,+0.392s,25
7,9,Jenson ButtonBUT,BAR Honda,1:31.879,+0.429s,22
8,14,Mark WebberWEB,Jaguar Cosworth,1:32.041,+0.591s,24
9,8,Fernando AlonsoALO,Renault,1:32.234,+0.784s,23
10,38,Ricardo ZontaZON,Toyota,1:32.335,+0.885s,27
11,5,David CoulthardCOU,McLaren Mercedes,1:32.495,+1.045s,17
12,10,Takuma SatoSAT,BAR Honda,1:32.680,+1.230s,16
13,19,Giorgio PantanoPAN,Jordan Ford,1:32.708,+1.258s,18
14,16,Cristiano da MattaDAM,Toyota,1:32.761,+1.311s,21
15,12,Felipe MassaMAS,Sauber Petronas,1:33.031,+1.581s,23
16,17,Olivier PanisPAN,Toyota,1:33.049,+1.599s,18
17,11,Giancarlo FisichellaFIS,Sauber Petronas,1:33.061,+1.611s,23
18,7,Jarno TrulliTRU,Renault,1:33.437,+1.987s,12
19,39,Timo GlockGLO,Jordan Ford,1:33.695,+2.245s,27
20,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:34.054,+2.604s,14
21,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:34.317,+2.867s,25
22,20,Gianmaria BruniBRU,Minardi Cosworth,1:34.791,+3.341s,16
23,40,Bas LeindersLEI,Minardi Cosworth,1:36.248,+4.798s,25
24,18,Nick HeidfeldHEI,Jordan Ford,1:40.573,+9.123s,5
25,6,Kimi RäikkönenRAI,McLaren Mercedes,,,1
