Pos,No,Driver,Car,Time,Gap,Laps
1,10,Takuma SatoSAT,BAR Honda,1:14.086,,20
2,8,Fernando AlonsoALO,Renault,1:14.426,+0.340s,29
3,1,Michael SchumacherMSC,Ferrari,1:14.535,+0.449s,26
4,6,Kimi RäikkönenRAI,McLaren Mercedes,1:14.581,+0.495s,19
5,2,Rubens BarrichelloBAR,Ferrari,1:14.705,+0.619s,31
6,38,Ricardo ZontaZON,Toyota,1:14.871,+0.785s,33
7,16,Cristiano da MattaDAM,Toyota,1:15.146,+1.060s,30
8,9,Jenson ButtonBUT,BAR Honda,1:15.152,+1.066s,21
9,5,David CoulthardCOU,McLaren Mercedes,1:15.164,+1.078s,19
10,11,Giancarlo FisichellaFIS,Sauber Petronas,1:15.293,+1.207s,28
11,7,Jarno TrulliTRU,Renault,1:15.492,+1.406s,17
12,35,Anthony DavidsonDAV,BAR Honda,1:15.513,+1.427s,21
13,17,Olivier PanisPAN,Toyota,1:15.538,+1.452s,28
14,4,Ralf SchumacherRSC,Williams BMW,1:15.803,+1.717s,22
15,14,Mark WebberWEB,Jaguar Cosworth,1:15.926,+1.840s,14
16,12,Felipe MassaMAS,Sauber Petronas,1:16.119,+2.033s,25
17,20,Gianmaria BruniBRU,Minardi Cosworth,1:16.235,+2.149s,22
18,18,Nick HeidfeldHEI,Jordan Ford,1:16.508,+2.422s,23
19,39,Timo GlockGLO,Jordan Ford,1:16.524,+2.438s,28
20,3,Juan Pablo MontoyaMOY,Williams BMW,1:16.564,+2.478s,6
21,15,Christian KlienKLI,Jaguar Cosworth,1:16.815,+2.729s,27
22,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:16.981,+2.895s,17
23,40,Bas LeindersLEI,Minardi Cosworth,1:17.697,+3.611s,23
24,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:19.260,+5.174s,18
