Pos,No,Driver,Car,Time,Gap,Laps
1,2,Rubens BarrichelloBAR,Ferrari,1:11.166,,25
2,1,Michael SchumacherMSC,Ferrari,1:11.334,+0.168s,28
3,6,Kimi RäikkönenRAI,McLaren Mercedes,1:11.526,+0.360s,20
4,9,Jenson ButtonBUT,BAR Honda,1:11.731,+0.565s,24
5,35,Anthony DavidsonDAV,BAR Honda,1:11.920,+0.754s,31
6,10,Takuma SatoSAT,BAR Honda,1:11.988,+0.822s,23
7,8,Fernando AlonsoALO,Renault,1:12.005,+0.839s,30
8,12,Felipe MassaMAS,Sauber Petronas,1:12.183,+1.017s,24
9,38,Ryan BriscoeBRI,Toyota,1:12.209,+1.043s,34
10,4,Ralf SchumacherRSC,Williams BMW,1:12.235,+1.069s,26
11,3,Juan Pablo MontoyaMOY,Williams BMW,1:12.280,+1.114s,24
12,7,Jacques VilleneuveVIL,Renault,1:12.316,+1.150s,31
13,39,Robert DoornbosDOO,Jordan Ford,1:12.345,+1.179s,27
14,17,Ricardo ZontaZON,Toyota,1:12.347,+1.181s,30
15,5,David CoulthardCOU,McLaren Mercedes,1:12.430,+1.264s,24
16,16,Jarno TrulliTRU,Toyota,1:12.545,+1.379s,36
17,11,Giancarlo FisichellaFIS,Sauber Petronas,1:12.631,+1.465s,29
18,14,Mark WebberWEB,Jaguar Cosworth,1:12.816,+1.650s,35
19,18,Nick HeidfeldHEI,Jordan Ford,1:13.114,+1.948s,24
20,20,Gianmaria BruniBRU,Minardi Cosworth,1:13.467,+2.301s,31
21,15,Christian KlienKLI,Jaguar Cosworth,1:13.509,+2.343s,32
22,19,Timo GlockGLO,Jordan Ford,1:13.966,+2.800s,24
23,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:13.979,+2.813s,25
24,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:14.303,+3.137s,28
25,40,Bas LeindersLEI,Minardi Cosworth,1:14.754,+3.588s,10
