Pos,No,Driver,Car,Time,Gap,Laps
1,9,Jenson ButtonBUT,BAR Honda,1:20.966,,25
2,10,Takuma SatoSAT,BAR Honda,1:21.159,+0.193s,25
3,1,Michael SchumacherMSC,Ferrari,1:21.164,+0.198s,23
4,6,Kimi RäikkönenRAI,McLaren Mercedes,1:21.586,+0.620s,18
5,7,Jarno TrulliTRU,Renault,1:21.604,+0.638s,25
6,35,Anthony DavidsonDAV,BAR Honda,1:21.643,+0.677s,30
7,3,Juan Pablo MontoyaMOY,Williams BMW,1:21.661,+0.695s,25
8,8,Fernando AlonsoALO,Renault,1:21.788,+0.822s,25
9,5,David CoulthardCOU,McLaren Mercedes,1:21.795,+0.829s,17
10,4,Ralf SchumacherRSC,Williams BMW,1:22.057,+1.091s,24
11,2,Rubens BarrichelloBAR,Ferrari,1:22.096,+1.130s,20
12,14,Mark WebberWEB,Jaguar Cosworth,1:22.167,+1.201s,28
13,17,Olivier PanisPAN,Toyota,1:22.768,+1.802s,22
14,16,Cristiano da MattaDAM,Toyota,1:22.780,+1.814s,23
15,12,Felipe MassaMAS,Sauber Petronas,1:23.043,+2.077s,27
16,15,Christian KlienKLI,Jaguar Cosworth,1:23.211,+2.245s,16
17,11,Giancarlo FisichellaFIS,Sauber Petronas,1:23.335,+2.369s,28
18,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:23.470,+2.504s,25
19,38,Ricardo ZontaZON,Toyota,1:23.500,+2.534s,20
20,18,Nick HeidfeldHEI,Jordan Ford,1:23.866,+2.900s,15
21,19,Giorgio PantanoPAN,Jordan Ford,1:24.091,+3.125s,19
22,20,Gianmaria BruniBRU,Minardi Cosworth,1:25.653,+4.687s,16
23,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:25.760,+4.794s,10
24,40,Bas LeindersLEI,Minardi Cosworth,1:27.025,+6.059s,22
