Pos,No,Driver,Car,Time,Gap,Laps
1,16,Cristiano da MattaDAM,Toyota,1:15.518,,12
2,7,Jarno TrulliTRU,Renault,1:16.206,+0.688s,9
3,35,Anthony DavidsonDAV,BAR Honda,1:16.231,+0.713s,17
4,9,Jenson ButtonBUT,BAR Honda,1:16.397,+0.879s,8
5,1,Michael SchumacherMSC,Ferrari,1:16.397,+0.879s,7
6,8,Fernando AlonsoALO,Renault,1:16.454,+0.936s,10
7,5,David CoulthardCOU,McLaren Mercedes,1:16.464,+0.946s,8
8,14,Mark WebberWEB,Jaguar Cosworth,1:16.745,+1.227s,14
9,6,Kimi RäikkönenRAI,McLaren Mercedes,1:16.794,+1.276s,10
10,2,Rubens BarrichelloBAR,Ferrari,1:17.094,+1.576s,5
11,17,Olivier PanisPAN,Toyota,1:17.303,+1.785s,10
12,11,Giancarlo FisichellaFIS,Sauber Petronas,1:17.324,+1.806s,13
13,3,Juan Pablo MontoyaMOY,Williams BMW,1:17.556,+2.038s,5
14,4,Marc GeneGEN,Williams BMW,1:17.688,+2.170s,17
15,38,Ricardo ZontaZON,Toyota,1:17.735,+2.217s,15
16,15,Christian KlienKLI,Jaguar Cosworth,1:17.936,+2.418s,10
17,10,Takuma SatoSAT,BAR Honda,1:17.967,+2.449s,11
18,12,Felipe MassaMAS,Sauber Petronas,1:18.614,+3.096s,7
19,19,Giorgio PantanoPAN,Jordan Ford,1:18.711,+3.193s,10
20,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:19.179,+3.661s,16
21,18,Nick HeidfeldHEI,Jordan Ford,1:19.270,+3.752s,12
22,20,Gianmaria BruniBRU,Minardi Cosworth,1:19.349,+3.831s,10
23,39,Timo GlockGLO,Jordan Ford,1:19.490,+3.972s,25
24,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:19.636,+4.118s,13
25,40,Bas LeindersLEI,Minardi Cosworth,1:19.914,+4.396s,16
