Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:15.001,,27
2,6,Kimi RäikkönenRAI,McLaren Mercedes,1:15.045,+0.044s,18
3,3,Juan Pablo MontoyaMOY,Williams BMW,1:15.167,+0.166s,25
4,9,Jenson ButtonBUT,BAR Honda,1:15.379,+0.378s,23
5,4,Antonio PizzoniaPIZ,Williams BMW,1:15.470,+0.469s,25
6,35,Anthony DavidsonDAV,BAR Honda,1:15.576,+0.575s,33
7,10,Takuma SatoSAT,BAR Honda,1:15.657,+0.656s,21
8,8,Fernando AlonsoALO,Renault,1:15.677,+0.676s,30
9,2,Rubens BarrichelloBAR,Ferrari,1:15.738,+0.737s,19
10,38,Ricardo ZontaZON,Toyota,1:16.200,+1.199s,38
11,5,David CoulthardCOU,McLaren Mercedes,1:16.265,+1.264s,18
12,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:16.342,+1.341s,28
13,14,Mark WebberWEB,Jaguar Cosworth,1:16.514,+1.513s,27
14,7,Jarno TrulliTRU,Renault,1:16.660,+1.659s,32
15,15,Christian KlienKLI,Jaguar Cosworth,1:16.854,+1.853s,31
16,12,Felipe MassaMAS,Sauber Petronas,1:16.865,+1.864s,30
17,11,Giancarlo FisichellaFIS,Sauber Petronas,1:17.026,+2.025s,26
18,16,Cristiano da MattaDAM,Toyota,1:17.300,+2.299s,26
19,17,Olivier PanisPAN,Toyota,1:17.419,+2.418s,23
20,39,Timo GlockGLO,Jordan Ford,1:17.724,+2.723s,25
21,19,Giorgio PantanoPAN,Jordan Ford,1:17.869,+2.868s,24
22,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:18.098,+3.097s,21
23,40,Bas LeindersLEI,Minardi Cosworth,1:18.224,+3.223s,17
24,18,Nick HeidfeldHEI,Jordan Ford,1:18.243,+3.242s,23
25,20,Gianmaria BruniBRU,Minardi Cosworth,1:18.309,+3.308s,25
