Pos,No,Driver,Car,Time,Gap,Laps
1,2,Rubens BarrichelloBAR,Ferrari,1:10.365,,24
2,35,Anthony DavidsonDAV,BAR Honda,1:10.967,+0.602s,42
3,3,Juan Pablo MontoyaMOY,Williams BMW,1:10.982,+0.617s,29
4,1,Michael SchumacherMSC,Ferrari,1:11.036,+0.671s,28
5,9,Jenson ButtonBUT,BAR Honda,1:11.230,+0.865s,19
6,4,Ralf SchumacherRSC,Williams BMW,1:11.530,+1.165s,30
7,16,Cristiano da MattaDAM,Toyota,1:11.893,+1.528s,35
8,17,Olivier PanisPAN,Toyota,1:11.994,+1.629s,30
9,38,Ricardo ZontaZON,Toyota,1:12.019,+1.654s,42
10,6,Kimi RäikkönenRAI,McLaren Mercedes,1:12.197,+1.832s,20
11,14,Mark WebberWEB,Jaguar Cosworth,1:12.438,+2.073s,33
12,7,Jarno TrulliTRU,Renault,1:12.441,+2.076s,28
13,11,Giancarlo FisichellaFIS,Sauber Petronas,1:12.537,+2.172s,27
14,10,Takuma SatoSAT,BAR Honda,1:12.601,+2.236s,3
15,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:12.761,+2.396s,30
16,15,Christian KlienKLI,Jaguar Cosworth,1:12.950,+2.585s,31
17,12,Felipe MassaMAS,Sauber Petronas,1:13.196,+2.831s,32
18,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:13.384,+3.019s,18
19,39,Timo GlockGLO,Jordan Ford,1:13.446,+3.081s,33
20,8,Fernando AlonsoALO,Renault,1:13.732,+3.367s,3
21,18,Nick HeidfeldHEI,Jordan Ford,1:13.961,+3.596s,18
22,19,Giorgio PantanoPAN,Jordan Ford,1:14.407,+4.042s,20
23,40,Bas LeindersLEI,Minardi Cosworth,1:14.409,+4.044s,21
24,20,Gianmaria BruniBRU,Minardi Cosworth,1:14.428,+4.063s,17
25,5,David CoulthardCOU,McLaren Mercedes,,,2
