Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:14.741,,24
2,35,Anthony DavidsonDAV,BAR Honda,1:15.141,+0.400s,32
3,2,Rubens BarrichelloBAR,Ferrari,1:15.319,+0.578s,27
4,7,Jarno TrulliTRU,Renault,1:15.472,+0.731s,28
5,6,Kimi RäikkönenRAI,McLaren Mercedes,1:15.479,+0.738s,14
6,9,Jenson ButtonBUT,BAR Honda,1:15.520,+0.779s,30
7,10,Takuma SatoSAT,BAR Honda,1:15.664,+0.923s,23
8,38,Ricardo ZontaZON,Toyota,1:15.690,+0.949s,34
9,8,Fernando AlonsoALO,Renault,1:15.701,+0.960s,28
10,3,Juan Pablo MontoyaMOY,Williams BMW,1:16.097,+1.356s,29
11,5,David CoulthardCOU,McLaren Mercedes,1:16.229,+1.488s,16
12,4,Ralf SchumacherRSC,Williams BMW,1:16.556,+1.815s,31
13,16,Cristiano da MattaDAM,Toyota,1:16.743,+2.002s,31
14,11,Giancarlo FisichellaFIS,Sauber Petronas,1:16.748,+2.007s,30
15,17,Olivier PanisPAN,Toyota,1:17.007,+2.266s,24
16,19,Giorgio PantanoPAN,Jordan Ford,1:17.309,+2.568s,24
17,12,Felipe MassaMAS,Sauber Petronas,1:17.422,+2.681s,31
18,39,Timo GlockGLO,Jordan Ford,1:17.756,+3.015s,28
19,18,Nick HeidfeldHEI,Jordan Ford,1:17.873,+3.132s,18
20,15,Christian KlienKLI,Jaguar Cosworth,1:17.988,+3.247s,15
21,20,Gianmaria BruniBRU,Minardi Cosworth,1:18.822,+4.081s,24
22,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:18.829,+4.088s,19
23,40,Bas LeindersLEI,Minardi Cosworth,1:20.370,+5.629s,25
24,37,Bjorn WirdheimWIR,Jaguar Cosworth,,,2
